team,espn_name,twitter,url,ncaa_id,stats_name,private,team_state,conference,division
Quinnipiac,Quinnipiac,qu_wbb,https://gobobcats.com/sports/womens-basketball,562,Quinnipiac,NA,CT,MAAC,I
Radford,Radford,radford_wbb,https://radfordathletics.com/sports/womens-basketball,563,Radford,NA,VA,Big South,I
Ramapo,Ramapo,RCNJWBB,https://ramapoathletics.com/sports/womens-basketball,564,NA,NA,NJ,NJAC,III
Randolph-Macon,Randolph-Macon,RMCWBB,https://www.rmcathletics.com/sports/wbkb/index,565,NA,NA,VA,ODAC,III
Randolph,Randolph,RCWomensHoop,https://randolphwildcats.com/sports/womens-basketball,566,NA,NA,VA,ODAC,III
Redlands,Redlands,RedlandsWBB,https://www.goredlands.com/sports/wbkb/index,567,NA,NA,CA,SCIAC,III
Regis (CO),Regis (CO),RegisRangersWBB,https://regisrangers.com/sports/womens-basketball,568,Regis (CO),NA,CO,RMAC,II
Regis (MA),Regis (MA),RegisWBB,https://www.goregispride.com/sports/wbkb/index,569,NA,NA,MA,Great Northeast,III
Rhode Island College,Rhode Island College,Go_AnchorWBB,https://goanchormen.com/sports/womens-basketball,571,NA,NA,RI,Little East,III
Rhode Island,Rhode Island,rhodywbb,https://gorhody.com/sports/womens-basketball,572,Rhode Island,NA,RI,Atlantic 10,I
Rhodes,Rhodes,Rhodes_WBB,https://rhodeslynx.com/sports/womens-basketball,573,Rhodes,NA,TN,SAA,III
Rice,Rice,ricewbb,https://riceowls.com/sports/womens-basketball,574,Rice,NA,TX,C-USA,I
Richmond,Richmond,spiderwbball,https://richmondspiders.com/sports/womens-basketball,575,Richmond,NA,VA,Atlantic 10,I
Rider,Rider,riderwbb,https://gobroncs.com/sports/womens-basketball,576,Rider,NA,NJ,MAAC,I
Ripon,Ripon,RiponCollegeWBB,https://riponredhawks.com/sports/womens-basketball,577,Ripon College,TRUE,WI,MWC,III
Robert Morris,Robert Morris,RMUWBasketball,https://rmucolonials.com/sports/womens-basketball,579,Rmu,NA,PA,Horizon,I
Rochester (NY),Rochester (NY),RochesterWBB,https://uofrathletics.com/sports/womens-basketball,581,Rochester,NA,NY,UAA,III
Rockford,Rockford,RockfordWbb,https://rockfordregents.com/sports/womens-basketball,582,Rockford,NA,IL,NACC,III
Roger Williams,Roger Williams,RWUHoops,https://rwuhawks.com/sports/womens-basketball,583,NA,NA,RI,CCC,III
Rollins,Rollins,RollinsWBB,https://rollinssports.com/sports/womens-basketball,584,Rollins,NA,FL,Sunshine State,II
Rose-Hulman,Rose-Hulman,RoseHulmanWBB,https://athletics.rose-hulman.edu/sports/womens-basketball,585,Rose-Hulman,NA,IN,HCAC,III
Rutgers,Rutgers,rutgerswbb,https://scarletknights.com/sports/womens-basketball,587,Rutgers,NA,NJ,Big Ten,I
Rutgers-Newark,Rutgers-Newark,RN_WBB,https://rutgersnewarkathletics.com/sports/womens-basketball,589,NA,NA,NJ,NJAC,III
Sacred Heart,Sacred Heart,sacredheartwbb,https://sacredheartpioneers.com/sports/womens-basketball,590,Sacred Heart,NA,CT,NEC,I
Saginaw Valley,Saginaw Valley,svsuwbb,https://www.svsucardinals.com/sports/wbkb/index,591,NA,NA,MI,GLIAC,II
St. Anselm,St. Anselm,STAHawksWBB,https://saintanselmhawks.com/sports/womens-basketball,593,NA,NA,NH,NE10,II
Saint Benedict,Saint Benedict,CSBBasketball,https://gobennies.com/sports/womens-basketball,595,Saint Benedict,NA,MN,MIAC,III
St. Bonaventure,St. Bonaventure,bonnieswbb,https://gobonnies.com/sports/womens-basketball,596,St. Bonaventure,NA,NY,Atlantic 10,I
St. Catherine,St. Catherine,StKatesWBB,https://stkatesathletics.com/sports/womens-basketball,597,St. Catherine,NA,MN,MIAC,III
St. Cloud St.,St. Cloud St.,SCSUHUSKIES_WBB,https://scsuhuskies.com/sports/womens-basketball,598,NA,NA,MN,NSIC,II
St. Francis College Brooklyn,St Joseph BKN,sfbk_wbb,https://sfcathletics.com/sports/womens-basketball,599,St. Francis Brooklyn,NA,NY,NEC,I
Saint Francis (PA),Saint Francis,sfuwbb,https://sfuathletics.com/sports/womens-basketball,600,Saint Francis (PA),NA,PA,NEC,I
St. John Fisher,St. John Fisher,SJFWBB,https://athletics.sjfc.edu/sports/womens-basketball,601,St. John Fisher,NA,NY,Empire 8,III
St. John's,St John's,stjohnswbb,https://redstormsports.com/sports/womens-basketball,603,St. John's (NY),NA,NY,Big East,I
Saint Joseph's (PA),Saint Joseph's,sjuhawks_wbb,https://sjuhawks.com/sports/womens-basketball,606,Saint Joseph's,NA,PA,Atlantic 10,I
St. Lawrence,St. Lawrence,SLUWBBall,https://saintsathletics.com/sports/womens-basketball,607,St. Lawrence,NA,NY,Liberty League,III
Saint Leo,Saint Leo,SaintLeoWBB,https://saintleolions.com/sports/womens-basketball,608,Saint Leo,NA,FL,Sunshine State,II
Saint Louis,Saint Louis,saintlouiswbb,https://slubillikens.com/sports/womens-basketball,609,Saint Louis,NA,MO,Atlantic 10,I
Saint Mary's (CA),Saint Mary's,gaelswbb,https://smcgaels.com/sports/womens-basketball,610,Saint Mary's (CA),NA,CA,WCC,I
St. Mary's (MD),St. Mary's (MD),SMCM_WBB,https://smcmathletics.com/sports/womens-basketball,611,NA,NA,MD,United East,III
Saint Mary's (MN),Saint Mary's (MN),saintmarys_wbb,https://saintmaryssports.com/sports/womens-basketball,612,NA,NA,MN,MIAC,III
Saint Michael's,Saint Michael's,SMC_wbb,https://www.smcathletics.com/sports/wbkb/index,613,NA,NA,VT,NE10,II
St. Norbert,St. Norbert,SNCWBB,https://athletics.snc.edu/sports/womens-basketball,614,St. Norbert College,NA,WI,NACC,III
St. Olaf,St. Olaf,StOlafWBB,https://athletics.stolaf.edu/sports/womens-basketball,615,St. Olaf College,NA,MN,MIAC,III
Saint Peter's,Saint Peter's,peacockswbb,https://saintpeterspeacocks.com/sports/womens-basketball,617,Saint Peter's,NA,NJ,MAAC,I
St. Scholastica,St. Scholastica,CSSWBBall,https://csssaints.com/sports/womens-basketball,618,NA,NA,MN,MIAC,III
St. Thomas (MN),St. Thomas (MN),USTTommiesWBB,https://tommiesports.com/sports/wbball,620,St. Thomas (MN),NA,MN,Summit League,I
Salisbury,Salisbury,SalisburyWBB,https://www.suseagulls.com/sports/wbkb/index,622,NA,NA,MD,C2C,III
Salve Regina,Salve Regina,salvewbb,https://www.salveathletics.com/sports/wbkb/index,623,NA,NA,RI,CCC,III
Sam Houston State,Sam Houston,Bearkats_WBB,https://gobearkats.com/sports/womens-basketball,624,Sam Houston,NA,TX,WAC,I
Samford,Samford,samfordwbb,https://samfordsports.com/sports/womens-basketball,625,Samford,NA,AL,SoCon,I
San Diego State,San Diego St,Aztec_WBB,https://goaztecs.com/sports/womens-basketball,626,NA,NA,CA,Mountain West,I
San Diego,San Diego,usdwbb,https://usdtoreros.com/sports/womens-basketball,627,San Diego,NA,CA,WCC,I
San Fran. St.,San Fran. St.,SFState_WBB,https://sfstategators.com/sports/womens-basketball,628,San Fran. St.,NA,CA,CCAA,II
San Francisco,San Francisco,usfdonswbb,https://usfdons.com/sports/womens-basketball,629,San Francisco,NA,CA,WCC,I
San Jose State,San José St,sanjosestatewbb,https://sjsuspartans.com/sports/womens-basketball,630,San Jose St.,NA,CA,Mountain West,I
Santa Clara,Santa Clara,santaclarawbb,https://www.santaclarabroncos.com/sports/w-baskbl/index,631,Santa Clara,NA,CA,WCC,I
Scranton,Scranton,ScrantonWBB,https://athletics.scranton.edu/sports/wbkb/index,633,NA,NA,PA,Landmark,III
Seattle Pacific,Seattle Pacific,SpuWbb,https://spufalcons.com/sports/womens-basketball,634,Seattle Pacific,NA,WA,Great Northwest,II
Seton Hall,Seton Hall,shuwbb,https://shupirates.com/sports/womens-basketball,635,Seton Hall,NA,NJ,Big East,I
Shenandoah,Shenandoah,SUHornetsWBB,https://suhornets.com/sports/womens-basketball,637,Shenandoah,NA,VA,ODAC,III
Shippensburg,Shippensburg,ShipWBB,https://shipraiders.com/sports/womens-basketball,638,Shippensburg,NA,PA,PSAC,II
Siena,Siena,Siena_WBB,https://sienasaints.com/sports/womens-basketball,639,Siena,NA,NY,MAAC,I
Simpson,Simpson,SCStorm_WBB,https://www.simpsonathletics.com/sports/wbkb/index,641,NA,NA,IA,American Rivers,III
Skidmore,Skidmore,SkidmoreWBB,https://skidmoreathletics.com/sports/womens-basketball,642,Skidmore College,NA,NY,Liberty League,III
Smith,Smith,SC_BBall,https://smithpioneers.com/sports/womens-basketball,644,NA,NA,MA,NEWMAC,III
Sonoma St.,Sonoma St.,SonomaStWBBall,https://sonomaseawolves.com/sports/womens-basketball,645,Sonoma St.,NA,CA,CCAA,II
South Alabama,South Alabama,SouthAlabamaWBB,https://usajaguars.com/sports/womens-basketball,646,South Alabama,NA,AL,Sun Belt,I
South Carolina St.,SC State,ScstateWBB,https://www.scsuathletics.com/sports/womens-basketball,647,SC State Lady Bulldogs,NA,SC,MEAC,I
South Carolina,South Carolina,GamecockWBB,https://gamecocksonline.com/sports/wbball,648,South Carolina,NA,SC,SEC,I
South Dakota State,S Dakota St,gojackswbb,https://gojacks.com/sports/womens-basketball,649,South Dakota St.,NA,SD,Summit League,I
South Dakota,South Dakota,sdcoyoteswbb,https://goyotes.com/sports/womens-basketball,650,South Dakota,NA,SD,Summit League,I
South Florida,South Florida,usfwbb,https://gousfbulls.com/sports/womens-basketball,651,South Fla.,NA,FL,AAC,I
Sewanee,Sewanee,SewaneeWBB,https://sewaneetigers.com/sports/womens-basketball,652,Sewanee,NA,TN,SAA,III
Southeast Missouri State,SE Missouri,officialsemowbb,https://semoredhawks.com/sports/womens-basketball,654,Southeast Mo. St.,NA,MO,OVC,I
Southeastern Louisiana,SE Louisiana,lionupwbb,https://lionsports.net/sports/womens-basketball,655,Southeastern La.,NA,LA,Southland,I
UMass Dartmouth,UMass Dartmouth,UMassDwbkb,https://corsairathletics.com/sports/womens-basketball,656,NA,NA,MA,Little East,III
Southern Cal,USC,uscwbb,https://usctrojans.com/sports/womens-basketball,657,Southern California,NA,CA,Big Ten,I
Southern Conn. St.,Southern Conn. St.,SCSU_WBB,https://scsuowls.com/sports/womens-basketball,658,Southern Conn. St.,NA,CT,NE10,II
Southern Ill.,S Illinois,SIU_WBasketball,https://siusalukis.com/sports/womens-basketball,659,Southern Ill.,NA,IL,MVC,I
SIUE,SIUE,SIUEWBB,https://siuecougars.com/sports/womens-basketball,660,Siue,NA,IL,OVC,I
Southern Ind.,So Indiana,usiwbb,https://gousieagles.com/sports/womens-basketball,661,Southern Ind.,NA,IN,OVC,I
Southern Me.,Southern Me.,USMwbb,https://southernmainehuskies.com/sports/womens-basketball,662,NA,NA,ME,Little East,III
Southern Methodist,SMU,smuwbb,https://smumustangs.com/sports/womens-basketball,663,Smu,NA,TX,ACC,I
Southern Miss,Southern Miss,southernmisswbb,https://southernmiss.com/sports/womens-basketball,664,Southern Miss.,NA,MS,Sun Belt,I
Southern,Southern,jaguarswbb,https://gojagsports.com/sports/womens-basketball,665,Southern U.,NA,LA,SWAC,I
Southern Utah,Southern Utah,SUUWBasketball,https://suutbirds.com/sports/womens-basketball,667,Southern Utah,NA,UT,WAC,I
Missouri St.,Missouri St.,MSULadyBears,https://missouristatebears.com/sports/womens-basketball,669,Missouri St.,NA,MO,MVC,I
Texas State,Texas St,txstatewbb,https://txstatebobcats.com/sports/womens-basketball,670,Texas St.,NA,TX,Sun Belt,I
Louisiana,Louisiana,ragincajunswbb,https://ragincajuns.com/sports/womens-basketball,671,Louisiana,NA,LA,Sun Belt,I
Springfield,Springfield,SCWBB,https://springfieldcollegepride.com/sports/wbkb/index,673,NA,NA,MA,NEWMAC,III
Stanford,Stanford,StanfordWBB,https://gostanford.com/sports/womens-basketball,674,Stanford,NA,CA,ACC,I
Staten Island,Staten Island,CsiWbb,https://csidolphins.com/sports/womens-basketball,675,Staten Island,NA,NY,ECC,II
Stephen F. Austin,SF Austin,SFAWBB,https://sfajacks.com/sports/womens-basketball,676,Sfa,NA,TX,WAC,I
Stetson,Stetson,stetsonwbb,https://gohatters.com/sports/womens-basketball,678,Stetson,NA,FL,ASUN,I
Stevens,Stevens,StevensWBBALL,https://stevensducks.com/sports/womens-basketball,679,Stevens,NA,NJ,MAC Freedom,III
Stonehill,Stonehill,StonehillWBB,https://www.stonehillskyhawks.com/sports/wbkb/index,682,NA,NA,MA,NEC,I
Stony Brook,Stony Brook,stonybrookwbb,https://stonybrookathletics.com/sports/womens-basketball,683,Stony Brook,NA,NY,CAA,I
Suffolk,Suffolk,SuffolkWbb,https://www.gosuffolkrams.com/sports/wbkb/index,684,NA,NA,MA,CCC,III
Susquehanna,Susquehanna,SusquehannaWBB,https://suriverhawks.com/sports/womens-basketball,685,NA,NA,PA,Landmark,III
Swarthmore,Swarthmore,SwatWBasketball,https://swarthmoreathletics.com/sports/womens-basketball,686,NA,NA,PA,Centennial,III
Syracuse,Syracuse,cusewbb,https://cuse.com/sports/womens-basketball,688,Syracuse,NA,NY,ACC,I
Tampa,Tampa,TampaWBB,https://www.tampaspartans.com/sports/wbkb/index,689,Tampa,NA,FL,Sunshine State,II
Temple,Temple,templewbb,https://owlsports.com/sports/womens-basketball,690,Temple,NA,PA,AAC,I
Tennessee St.,Tennessee St.,TSUTigersWBB,https://tsutigers.com/sports/womens-basketball,691,NA,NA,TN,OVC,I
Tennessee Tech,Tennessee Tech,ttuwbb,https://www.ttusports.com/sports/wbkb/index,692,Tennessee Tech,NA,TN,OVC,I
Chattanooga,Chattanooga,GoMocsWBK,https://gomocs.com/sports/womens-basketball,693,NA,NA,TN,SoCon,I
Tennessee,Tennessee,LadyVol_Hoops,https://utsports.com/sports/womens-basketball,694,Tennessee,NA,TN,SEC,I
UT Martin,UT Martin,utmartinwbb,https://utmsports.com/sports/womens-basketball,695,UT Martin,NA,TN,OVC,I
Tex. A&M-Kingsville,Tex. A&M-Kingsville,Javelina_WBB,https://javelinaathletics.com/sports/womens-basketball,696,Tex. A&M-Kingsville,NA,TX,Lone Star,II
Texas A&M,Texas A&M,aggiewbb,https://12thman.com/sports/womens-basketball,697,Texas A&M,NA,TX,SEC,I
Texas Christian,TCU,tcuwbasketball,https://gofrogs.com/sports/womens-basketball,698,Tcu,NA,TX,Big 12,I
Texas Southern,Texas Southern,TSUWomensHoops,https://tsusports.com/sports/womens-basketball,699,Texas Southern,NA,TX,SWAC,I
Texas Tech,Texas Tech,ladyraiderwbb,https://texastech.com/sports/womens-basketball,700,Texas Tech,NA,TX,Big 12,I
Texas Woman's,Texas Woman's,TWU_Basketball,https://twuathletics.com/sports/womens-basketball,701,NA,NA,TX,Lone Star,II
Texas-Arlington,UT Arlington,utamavswbb,https://utamavs.com/sports/womens-basketball,702,UT Arlington,NA,TX,WAC,I
Texas,Texas,TexasWBB,https://texassports.com/sports/womens-basketball,703,Texas,NA,TX,SEC,I
Texas-El Paso,UTEP,utepwbb,https://utepminers.com/sports/womens-basketball,704,Utep,NA,TX,C-USA,I
UT-San Antonio,UTSA,utsawbb,https://goutsa.com/sports/womens-basketball,706,Utsa,NA,TX,C-USA,I
Thiel,Thiel,thiel_wb,https://thielathletics.com/sports/womens-basketball,707,Thiel,NA,PA,PAC,III
Toledo,Toledo,toledowbb,https://utrockets.com/sports/womens-basketball,709,Toledo,NA,OH,MAC,I
Towson,Towson,towson_wbb,https://towsontigers.com/sports/womens-basketball,711,Towson,NA,MD,CAA,I
TCNJ,TCNJ,tcnjwb,https://tcnjathletics.com/sports/womens-basketball/roster,712,NA,NA,NJ,NJAC,III
Trinity (CT),Trinity (CT),trincollwbb,https://bantamsports.com/sports/womens-basketball,713,NA,NA,CT,NESCAC,III
Trinity (TX),Trinity (TX),TUWBB,https://www.trinitytigers.com/sports/wbkb/index,715,NA,NA,TX,SCAC,III
Troy,Troy,troytrojanswbb,https://troytrojans.com/sports/womens-basketball,716,Troy,NA,AL,Sun Belt,I
Tufts,Tufts,TuftsWbball,https://gotuftsjumbos.com/sports/womens-basketball/roster,717,NA,NA,MA,NESCAC,III
Tulane,Tulane,greenwavewbb,https://tulanegreenwave.com/sports/womens-basketball,718,Tulane,NA,LA,AAC,I
Tulsa,Tulsa,TUWBasketball,https://tulsahurricane.com/sports/womens-basketball,719,Tulsa,NA,OK,AAC,I
Tuskegee,Tuskegee,tuskegee_WBB,https://goldentigersports.com/sports/womens-basketball,720,Tuskegee University,NA,AL,SIAC,II
Air Force,Air Force,af_wbb,https://goairforcefalcons.com/sports/womens-basketball,721,Air Force,NA,CO,Mountain West,I
Coast Guard,Coast Guard,uscga_wbb,https://www.uscgasports.com/sports/wbkb/index,722,NA,NA,CT,NEWMAC,III
Army,Army,armywp_wbb,https://goarmywestpoint.com/sports/womens-basketball,725,Army West Point,NA,NY,Patriot,I
Navy,Navy,navywbb,https://navysports.com/sports/womens-basketball,726,Navy,NA,MD,Patriot,I
Union (NY),Union (NY),UnionCollegeWBB,https://unionathletics.com/sports/womens-basketball,727,Union (NY),NA,NY,Liberty League,III
Upper Iowa,Upper Iowa,UIU_WBB,https://uiupeacocks.com/sports/womens-basketball,728,Upper Iowa,NA,IA,NSIC,II
Ursinus,Ursinus,UrsinusWBB,https://www.ursinusathletics.com/sports/wbkb/index,730,NA,TRUE,PA,Centennial,III
Utah St.,Utah State,USUWBasketball,https://utahstateaggies.com/sports/womens-basketball,731,Utah St.,NA,UT,Mountain West,I
Utah,Utah,utahwbb,https://utahutes.com/sports/womens-basketball,732,Utah,NA,UT,Big 12,I
Valdosta St.,Valdosta St.,VSULadyBlazers,https://vstateblazers.com/sports/womens-basketball,734,Valdosta St.,NA,GA,Gulf South,II
Valparaiso,Valparaiso,valpowbb,https://www.valpoathletics.com/wbasketball,735,Valparaiso,NA,IN,MVC,I
Vanderbilt,Vanderbilt,vandywbb,https://vucommodores.com/sports/wbball,736,Vanderbilt,NA,TN,SEC,I
Vassar,Vassar,VassarWBB,https://www.vassarathletics.com/sports/womens-basketball,737,Vassar College,NA,NY,Liberty League,III
Vermont,Vermont,uvmwbb,https://uvmathletics.com/sports/womens-basketball,738,Vermont,NA,VT,America East,I
Villanova,Villanova,novawbb,https://villanova.com/sports/womens-basketball,739,Villanova,NA,PA,Big East,I
Virginia Commonwealth,VCU,vcuwbb,https://vcuathletics.com/sports/womens-basketball,740,Vcu,NA,VA,Atlantic 10,I
Virginia Tech,Virginia Tech,hokieswbb,https://hokiesports.com/sports/womens-basketball,742,Virginia Tech,NA,VA,ACC,I
Va. Wesleyan,Va. Wesleyan,VWUWBB,https://vwuathletics.com/sports/womens-basketball,745,NA,NA,VA,ODAC,III
Virginia,Virginia,UVAWomensHoops,https://virginiasports.com/sports/wbball/,746,Virginia,NA,VA,ACC,I
Wagner,Wagner,WagnerWHoops,https://wagnerathletics.com/sports/womens-basketball,748,Wagner,NA,NY,NEC,I
Wake Forest,Wake Forest,wakewbb,https://godeacs.com/sports/womens-basketball,749,Wake Forest,NA,NC,ACC,I
Wartburg,Wartburg,WartburgWBBALL,https://go-knights.net/sports/womens-basketball,750,NA,NA,IA,American Rivers,III
Washington & Jefferson,Washington & Jefferson,WJ_WBB,https://gopresidents.com/sports/womens-basketball,751,Wash. & Jeff.,NA,PA,PAC,III
Washington Col.,Washington Col.,washcollwbb,https://www.washingtoncollegesports.com/sports/wbkb/index,753,NA,NA,MD,Centennial,III
Washington State,Washington St,wsucougarwbb,https://wsucougars.com/sports/womens-basketball,754,Washington St.,NA,WA,Pac-12,I
WashU,WashU,WashU_WBB,https://washubears.com/sports/wbkb/index,755,NA,NA,MO,UAA,III
Washington,Washington,uw_wbb,https://gohuskies.com/sports/womens-basketball,756,Washington,NA,WA,Big Ten,I
Wayne St. (MI),Wayne St. (MI),WSUWarriorsWBB,https://wsuathletics.com/sports/womens-basketball,757,Wayne St. (MI),NA,MI,GLIAC,II
Weber State,Weber St,weberstatewbb,https://weberstatesports.com/sports/womens-basketball,758,Weber St.,NA,UT,Big Sky,I
Webster,Webster,GorlokWBB,https://websterathletics.com/sports/womens-basketball,759,Webster University,NA,MO,SLIAC,III
Wellesley,Wellesley,WellesleyBB,https://www.wellesleyblue.com/sports/wbkb/index,760,NA,NA,MA,NEWMAC,III
Wentworth,Wentworth,WITWomensBball,https://www.wentworthathletics.com/sports/wbkb/index,762,NA,NA,MA,CCC,III
Wesleyan (CT),Wesleyan (CT),wes_wbball,https://athletics.wesleyan.edu/sports/womens-basketball,764,NA,NA,CT,NESCAC,III
West Texas A&M,West Texas A&M,ladybuffhoops,https://gobuffsgo.com/sports/womens-basketball,767,NA,NA,TX,Lone Star,II
West Virginia,West Virginia,WVUWBB,https://wvusports.com/sports/womens-basketball,768,West Virginia,NA,WV,Big 12,I
Western Carolina,W Carolina,catamountwbb,https://catamountsports.com/sports/womens-basketball,769,Western Caro.,NA,NC,SoCon,I
Western Connecticut St.,Western Connecticut St.,WestConnWBB,https://westconnathletics.com/sports/womens-basketball,770,NA,TRUE,CT,Little East,III
Western Illinois,W Illinois,wiuwbb,https://goleathernecks.com/sports/womens-basketball,771,Western Ill.,NA,IL,Summit League,I
Western Ky.,Western Ky.,LadyTopperHoops,https://wkusports.com/sports/womens-basketball,772,Western Ky.,NA,KY,C-USA,I
McDaniel,McDaniel,McDaniel_WBB,https://mcdanielathletics.com/sports/womens-basketball/roster,773,NA,NA,MD,Centennial,III
Western Michigan,W Michigan,wmu_wbb,https://wmubroncos.com/sports/womens-basketball,774,Western Mich.,NA,MI,MAC,I
Western New Eng.,Western New Eng.,WNEwbasketball,https://www.wnegoldenbears.com/sports/wbkb/index,775,NA,NA,MA,CCC,III
Wheaton (IL),Wheaton (IL),Wheaton_WBB,https://athletics.wheaton.edu/sports/womens-basketball,778,Wheaton (IL),NA,IL,CCIW,III
Wheaton (MA),Wheaton (MA),WheatonWBB,https://www.wheatoncollegelyons.com/sports/wbkb/index,779,NA,NA,MA,NEWMAC,III
Whitman,Whitman,WhitmanWBB,https://athletics.whitman.edu/sports/womens-basketball,780,Whitman,NA,WA,NWC,III
Wichita State,Wichita St,goshockerswbb,https://goshockers.com/sports/womens-basketball,782,Wichita St.,NA,KS,AAC,I
Widener,Widener,WUWBB,https://widenerpride.com/sports/womens-basketball,783,NA,NA,PA,MAC Freedom,III
Wilkes,Wilkes,WilkesWBB,https://gowilkesu.com/sports/womens-basketball,784,NA,NA,PA,MAC Freedom,III
Willamette,Willamette,WillametteWBB,https://www.wubearcats.com/sports/wbkb/index,785,NA,NA,OR,NWC,III
William & Mary,William & Mary,wmtribewbb,https://tribeathletics.com/sports/womens-basketball,786,William & Mary,NA,VA,CAA,I
William Paterson,William Paterson,WPUWBB,https://www.wpupioneers.com/sports/womens-basketball,787,NA,NA,NJ,NJAC,III
Winona St.,Winona St.,WinonaStateWBB,https://winonastatewarriors.com/sports/womens-basketball,790,NA,NA,MN,NSIC,II
Winston-Salem,Winston-Salem,wssuwhoops,https://www.wssurams.com/sports/w-baskbl/index,791,NA,NA,NC,CIAA,II
Winthrop,Winthrop,winthropwbb,https://winthropeagles.com/sports/womens-basketball,792,Winthrop,NA,SC,Big South,I
Wis.-Eau Claire,Wis.-Eau Claire,UWECWBB,https://blugolds.com/sports/wbkb/index,793,NA,NA,WI,WIAC,III
Green Bay,Green Bay,gbphoenixwbb,https://greenbayphoenix.com/sports/womens-basketball,794,Green Bay,NA,WI,Horizon,I
Wisconsin-La Crosse,Wisconsin-La Crosse,uwleagleswbb,https://uwlathletics.com/sports/womens-basketball,795,Wis.-La Crosse,NA,WI,WIAC,III
Wisconsin,Wisconsin,badgerwbb,https://uwbadgers.com/sports/womens-basketball,796,Wisconsin,NA,WI,Big Ten,I
Milwaukee,Milwaukee,mke_wbb,https://mkepanthers.com/sports/womens-basketball,797,Milwaukee,NA,WI,Horizon,I
Wis.-Oshkosh,Wis.-Oshkosh,UWOWBB1,https://www.uwoshkoshtitans.com/sports/wbkb/index,798,NA,NA,WI,WIAC,III
Wisconsin-Parkside,Wisconsin-Parkside,RangersWBB,https://parksiderangers.com/sports/womens-basketball,799,Wis.-Parkside,NA,WI,GLIAC,II
Wis.-Platteville,Wis.-Platteville,UWPLATTWBB,https://letsgopioneers.com/sports/wbkb/index,800,NA,NA,WI,WIAC,III
Wisconsin-River Falls,Wisconsin-River Falls,UWRFWomensBball,https://uwrfsports.com/sports/womens-basketball,801,Wis.-River Falls,NA,WI,WIAC,III
Wisconsin-Stevens Point,Wisconsin-Stevens Point,UWSPWBB,https://athletics.uwsp.edu/sports/womens-basketball,802,Wis.-Stevens Point,NA,WI,WIAC,III
Wisconsin-Stout,Wisconsin-Stout,BlueDevilsWBB,https://stoutbluedevils.com/sports/womens-basketball,803,NA,NA,WI,WIAC,III
Wisconsin-Superior,Wisconsin-Superior,UWSWBB,https://uwsyellowjackets.com/sports/womens-basketball,804,NA,NA,WI,UMAC,III
Wisconsin-Whitewater,Wisconsin-Whitewater,UWWWomensHoops,https://uwwsports.com/sports/womens-basketball,805,Wis.-Whitewater,NA,WI,WIAC,III
Wittenberg,Wittenberg,wittwbb,https://www.wittenbergtigers.com/sports/wbkb/index,806,NA,NA,OH,NCAC,III
Wooster,Wooster,WoosterWBB,https://www.woosterathletics.com/sports/wbkb/index,807,NA,NA,OH,NCAC,III
WPI,WPI,WPIWBasketball,https://athletics.wpi.edu/sports/wbkb/index,808,NA,NA,MA,NEWMAC,III
Worcester St.,Worcester St.,WSUWBBall,https://www.wsulancers.com/sports/wbkb/index,809,NA,NA,MA,MASCAC,III
Wright St.,Wright St.,WSUWBasketball,https://wsuraiders.com/sports/womens-basketball,810,Wright St.,NA,OH,Horizon,I
Wyoming,Wyoming,wyo_wbb,https://gowyo.com/sports/womens-basketball,811,Wyoming,NA,WY,Mountain West,I
Xavier,Xavier,xavierwbb,https://goxavier.com/sports/womens-basketball,812,Xavier,NA,OH,Big East,I
Yale,Yale,YaleWBasketball,https://yalebulldogs.com/sports/womens-basketball,813,Yale,NA,CT,Ivy League,I
York (PA),York (PA),YCPWBasketball,NA,815,NA,NA,PA,MAC Commonwealth,III
Youngstown St.,Youngstown St.,YSUWomensHoops,https://ysusports.com/sports/womens-basketball/roster,817,Youngstown St.,NA,OH,Horizon,I
Adams St.,Adams St.,AdamsStateU_WBB,https://asugrizzlies.com/sports/womens-basketball,929,NA,NA,CO,RMAC,II
Alderson Broaddus,Alderson Broaddus,ABUWBB,https://gobattlers.com/sports/womens-basketball,934,NA,NA,WV,MEC,II
Alvernia,Alvernia,AlverniaWbb,https://auwolves.com/sports/womens-basketball,938,Alvernia,NA,PA,MAC Commonwealth,III
Anderson (IN),Anderson (IN),AURavensWBB,https://aua.prestosports.com/sports/wbkb/index,939,NA,NA,IN,HCAC,III
Arkansas Tech,Arkansas Tech,ATUWBasketball,https://arkansastechsports.com/sports/womens-basketball,947,Arkansas Tech,NA,AR,GAC,II
Austin,Austin,roos_hoops,https://www.acroos.com/sports/wbkb/index,953,NA,NA,TX,SCAC,III
Bard,Bard,BardCollegeWBB,https://bardathletics.com/sports/womens-basketball,962,Bard,NA,NY,Liberty League,III
Arcadia,Arcadia,Arcadia_WBB,https://arcadiaknights.com/sports/womens-basketball,966,NA,NA,PA,MAC Freedom,III
Berry,Berry,BerryWBB,https://www.berryvikings.com/sports/womens-basketball,973,NA,NA,GA,SAA,III
Bluefield St.,Bluefield St.,NA,https://gobstate.com/sports/womens-basketball,985,Bluefield St.,NA,WV,DII Independent,II
Caldwell,Caldwell,CaldwellWBB,https://caldwellathletics.com/sports/womens-basketball,995,Caldwell,NA,NJ,CACC,II
Cameron,Cameron,AggiesWBB,https://cameronaggies.com/sports/womens-basketball,996,Cameron,NA,OK,Lone Star,II
