year,ncaa_id,team,region,seed,qualified,wins,losses,first_round
1995,380,Maine,,16,auto,0,1,
1995,503,Northern Ill.,,16,auto,0,1,
1996,366,Louisiana Tech,,1,auto,3,1,
1996,674,Stanford,,1,auto,4,1,
1996,694,Tennessee,,1,auto,6,0,
1996,164,UConn,,1,auto,4,1,
1996,257,Georgia,,2,at-large,5,1,
1996,312,Iowa,,2,at-large,2,1,
1996,523,Old Dominion,,2,auto,2,1,
1996,539,Penn St.,,2,auto,2,1,
1996,147,Clemson,,3,auto,1,1,
1996,157,Colorado,,3,auto,1,1,
1996,736,Vanderbilt,,3,at-large,3,1,
1996,746,Virginia,,3,at-large,3,1,
1996,8,Alabama,,4,at-large,2,1,
1996,193,Duke,,4,at-large,1,1,
1996,328,Kansas,,4,at-large,2,1,
1996,700,Texas Tech,,4,at-large,2,1,
1996,235,Florida,,5,at-large,0,1,
1996,490,NC State,,5,at-large,1,1,
1996,559,Purdue,,5,at-large,0,1,
1996,703,Texas,,5,at-large,1,1,
1996,37,Auburn,,6,at-large,3,1,
1996,249,George Washington,,6,at-large,1,1,
1996,528,Oregon St.,,6,at-large,0,1,
1996,796,Wisconsin,,6,at-large,1,1,
1996,176,DePaul,,7,at-large,1,1,
1996,521,Oklahoma St.,,7,at-large,1,1,
1996,433,Ole Miss,,7,at-large,0,1,
1996,697,Texas A&M,,7,auto,0,1,
1996,156,Colorado St.,,8,auto,1,1,
1996,400,Massachusetts,,8,at-large,0,1,
1996,404,Memphis,,8,auto,0,1,
1996,732,Utah,,8,at-large,0,1,
1996,416,Michigan St.,,9,at-large,1,1,
1996,463,Nebraska,,9,at-large,0,1,
1996,518,Ohio St.,,9,at-large,1,1,
1996,664,Southern Miss.,,9,at-large,1,1,
1996,331,Kent St.,,10,at-large,1,1,
1996,572,Rhode Island,,10,at-large,0,1,
1996,663,SMU,,10,at-large,0,1,
1996,709,Toledo,,10,auto,1,1,
1996,277,Hawaii,,11,auto,0,1,
1996,380,Maine,,11,auto,0,1,
1996,529,Oregon,,11,at-large,0,1,
1996,676,SFA,,11,auto,2,1,
1996,669,Missouri St.,,12,auto,0,1,
1996,441,Montana,,12,auto,0,1,
1996,513,Notre Dame,,12,at-large,1,1,
1996,629,San Francisco,,12,auto,2,1,
1996,27,Appalachian St.,,13,auto,0,1,
1996,317,James Madison,,13,at-large,0,1,
1996,419,Middle Tenn.,,13,at-large,0,1,
1996,551,Portland,,13,at-large,0,1,
1996,43,Austin Peay,,14,auto,0,1,
1996,275,Harvard,,14,auto,0,1,
1996,381,Manhattan,,14,auto,0,1,
1996,718,Tulane,,14,at-large,0,1,
1996,87,Butler,,15,auto,0,1,
1996,285,Holy Cross,,15,auto,0,1,
1996,600,St. Francis (PA),,15,auto,0,1,
1996,817,Youngstown St.,,15,auto,0,1,
1996,261,Grambling,,16,auto,0,1,
1996,290,Howard,,16,auto,0,1,
1996,563,Radford,,16,auto,0,1,
1996,128,UCF,,16,auto,0,1,
1997,457,North Carolina,,1,auto,2,1,
1997,523,Old Dominion,,1,auto,5,1,
1997,674,Stanford,,1,auto,4,1,
1997,164,UConn,,1,auto,3,1,
1997,8,Alabama,,2,at-large,2,1,
1997,157,Colorado,,2,auto,2,1,
1997,257,Georgia,,2,at-large,3,1,
1997,366,Louisiana Tech,,2,auto,2,1,
1997,235,Florida,,3,at-large,3,1,
1997,328,Kansas,,3,at-large,1,1,
1997,694,Tennessee,,3,at-large,6,0,
1997,703,Texas,,3,at-large,1,1,
1997,301,Illinois,,4,at-large,2,1,
1997,365,LSU,,4,at-large,2,1,
1997,718,Tulane,,4,auto,1,1,
1997,746,Virginia,,4,at-large,2,1,
1997,147,Clemson,,5,at-large,0,1,
1997,193,Duke,,5,at-large,1,1,
1997,249,George Washington,,5,at-large,3,1,
1997,732,Utah,,5,at-large,1,1,
1997,513,Notre Dame,,6,at-large,4,1,
1997,529,Oregon,,6,at-large,1,1,
1997,657,Southern California,,6,at-large,1,1,
1997,736,Vanderbilt,,6,at-large,2,1,
1997,29,Arizona,,7,at-large,1,1,
1997,37,Auburn,,7,auto,1,1,
1997,606,Saint Joseph's,,7,auto,1,1,
1997,676,SFA,,7,at-large,1,1,
1997,416,Michigan St.,,8,at-large,1,1,
1997,490,NC State,,8,at-large,0,1,
1997,559,Purdue,,8,at-large,1,1,
1997,700,Texas Tech,,8,at-large,1,1,
1997,312,Iowa,,9,auto,1,1,
1997,392,Maryland,,9,at-large,0,1,
1997,441,Montana,,9,auto,0,1,
1997,551,Portland,,9,at-large,0,1,
1997,327,Kansas St.,,10,at-large,0,1,
1997,367,Louisville,,10,at-large,0,1,
1997,709,Toledo,,10,auto,0,1,
1997,772,Western Ky.,,10,at-large,0,1,
1997,404,Memphis,,11,at-large,0,1,
1997,626,San Diego St.,,11,auto,0,1,
1997,629,San Francisco,,11,auto,0,1,
1997,756,Washington,,11,at-large,0,1,
1997,176,DePaul,,12,at-large,0,1,
1997,311,Iowa St.,,12,at-large,0,1,
1997,387,Marquette,,12,at-large,1,1,
1997,509,Northwestern,,12,at-large,0,1,
1997,189,Drake,,13,auto,0,1,
1997,380,Maine,,13,auto,0,1,
1997,716,Troy,,13,auto,0,1,
1997,104,UC Santa Barbara,,13,auto,0,1,
1997,184,Detroit Mercy,,14,auto,0,1,
1997,231,FIU,,14,auto,0,1,
1997,261,Grambling,,14,auto,0,1,
1997,670,Texas St.,,14,auto,0,1,
1997,202,Eastern Ky.,,15,auto,0,1,
1997,388,Marshall,,15,auto,0,1,
1997,617,Saint Peter's,,15,auto,0,1,
1997,600,St. Francis (PA),,15,auto,0,1,
1997,275,Harvard,,16,auto,0,1,
1997,290,Howard,,16,auto,0,1,
1997,352,Lehigh,,16,auto,0,1,
1997,355,Liberty,,16,auto,0,1,
1998,523,Old Dominion,,1,auto,2,1,
1998,674,Stanford,,1,auto,0,1,
1998,694,Tennessee,,1,auto,6,0,
1998,700,Texas Tech,,1,auto,1,1,
1998,8,Alabama,,2,at-large,2,1,
1998,193,Duke,,2,at-large,3,1,
1998,457,North Carolina,,2,auto,3,1,
1998,164,UConn,,2,auto,3,1,
1998,29,Arizona,,3,at-large,2,1,
1998,235,Florida,,3,at-large,2,1,
1998,301,Illinois,,3,at-large,2,1,
1998,366,Louisiana Tech,,3,auto,5,1,
1998,312,Iowa,,4,at-large,1,1,
1998,311,Iowa St.,,4,at-large,1,1,
1998,490,NC State,,4,at-large,4,1,
1998,559,Purdue,,4,auto,3,1,
1998,189,Drake,,5,auto,0,1,
1998,328,Kansas,,5,at-large,2,1,
1998,404,Memphis,,5,auto,0,1,
1998,587,Rutgers,,5,at-large,2,1,
1998,147,Clemson,,6,at-large,1,1,
1998,736,Vanderbilt,,6,at-large,0,1,
1998,746,Virginia,,6,at-large,1,1,
1998,796,Wisconsin,,6,at-large,0,1,
1998,231,FIU,,7,auto,1,1,
1998,257,Georgia,,7,at-large,0,1,
1998,110,UCLA,,7,at-large,1,1,
1998,732,Utah,,7,at-large,0,1,
1998,277,Hawaii,,8,at-large,0,1,
1998,669,Missouri St.,,8,at-large,0,1,
1998,473,New Mexico,,8,auto,0,1,
1998,772,Western Ky.,,8,at-large,1,1,
1998,31,Arkansas,,9,at-large,4,1,
1998,463,Nebraska,,9,at-large,1,1,
1998,513,Notre Dame,,9,at-large,2,1,
1998,676,SFA,,9,auto,0,1,
1998,249,George Washington,,10,at-large,1,1,
1998,367,Louisville,,10,at-large,1,1,
1998,387,Marquette,,10,at-large,0,1,
1998,418,Michigan,,10,at-large,0,1,
1998,415,Miami (FL),,11,at-large,0,1,
1998,663,SMU,,11,at-large,0,1,
1998,104,UC Santa Barbara,,11,auto,1,1,
1998,742,Virginia Tech,,11,auto,1,1,
1998,156,Colorado St.,,12,at-large,1,1,
1998,529,Oregon,,12,at-large,0,1,
1998,718,Tulane,,12,at-large,0,1,
1998,817,Youngstown St.,,12,auto,1,1,
1998,331,Kent St.,,13,auto,0,1,
1998,380,Maine,,13,auto,0,1,
1998,400,Massachusetts,,13,at-large,0,1,
1998,756,Washington,,13,at-large,0,1,
1998,794,Green Bay,,14,auto,0,1,
1998,285,Holy Cross,,14,auto,0,1,
1998,441,Montana,,14,auto,0,1,
1998,631,Santa Clara,,14,auto,0,1,
1998,220,Fairfield,,15,auto,0,1,
1998,290,Howard,,15,auto,0,1,
1998,419,Middle Tenn.,,15,auto,0,1,
1998,459,UNC Greensboro,,15,auto,0,1,
1998,261,Grambling,,16,auto,0,1,
1998,275,Harvard,,16,auto,1,1,
1998,355,Liberty,,16,auto,0,1,
1998,600,Saint Francis (PA),,16,auto,0,1,
1999,366,Louisiana Tech,,1,auto,4,1,
1999,559,Purdue,,1,auto,6,0,
1999,694,Tennessee,,1,auto,3,1,
1999,164,UConn,,1,auto,2,1,
1999,147,Clemson,,2,auto,2,1,
1999,156,Colorado St.,,2,auto,2,1,
1999,523,Old Dominion,,2,auto,2,1,
1999,700,Texas Tech,,2,auto,2,1,
1999,193,Duke,,3,at-large,5,1,
1999,257,Georgia,,3,at-large,4,1,
1999,587,Rutgers,,3,at-large,3,1,
1999,110,UCLA,,3,auto,3,1,
1999,311,Iowa St.,,4,at-large,3,1,
1999,365,LSU,,4,at-large,2,1,
1999,457,North Carolina,,4,at-large,2,1,
1999,742,Virginia Tech,,4,at-large,2,1,
1999,8,Alabama,,5,at-large,1,1,
1999,37,Auburn,,5,at-large,1,1,
1999,513,Notre Dame,,5,at-large,1,1,
1999,529,Oregon,,5,at-large,1,1,
1999,29,Arizona,,6,at-large,1,1,
1999,334,Kentucky,,6,at-large,1,1,
1999,709,Toledo,,6,auto,0,1,
1999,718,Tulane,,6,auto,0,1,
1999,301,Illinois,,7,at-large,1,1,
1999,430,Mississippi St.,,7,at-large,0,1,
1999,669,Missouri St.,,7,at-large,1,1,
1999,674,Stanford,,7,at-large,0,1,
1999,67,Boston College,,8,at-large,1,1,
1999,387,Marquette,,8,at-large,0,1,
1999,539,Penn St.,,8,at-large,1,1,
1999,82,Xavier,,8,at-large,1,1,
1999,231,FIU,,9,at-large,0,1,
1999,328,Kansas,,9,at-large,1,1,
1999,518,Ohio St.,,9,at-large,0,1,
1999,746,Virginia,,9,at-large,0,1,
1999,367,Louisville,,10,at-large,0,1,
1999,380,Maine,,10,at-large,1,1,
1999,490,NC State,,10,at-large,1,1,
1999,104,UC Santa Barbara,,10,auto,0,1,
1999,235,Florida,,11,at-large,0,1,
1999,463,Nebraska,,11,at-large,0,1,
1999,606,Saint Joseph's,,11,auto,1,1,
1999,663,SMU,,11,auto,1,1,
1999,140,Cincinnati,,12,at-large,0,1,
1999,261,Grambling,,12,auto,0,1,
1999,610,St. Mary's (CA),,12,auto,0,1,
1999,703,Texas,,12,at-large,0,1,
1999,219,Evansville,,13,auto,0,1,
1999,500,Northeastern,,13,auto,0,1,
1999,617,Saint Peter's,,13,auto,0,1,
1999,631,Santa Clara,,13,at-large,0,1,
1999,172,Dartmouth,,14,auto,0,1,
1999,794,Green Bay,,14,auto,0,1,
1999,285,Holy Cross,,14,auto,0,1,
1999,355,Liberty,,14,auto,0,1,
1999,101,CSUN,,15,auto,0,1,
1999,228,Florida A&M,,15,auto,0,1,
1999,676,SFA,,15,auto,0,1,
1999,692,Tennessee Tech,,15,auto,0,1,
1999,27,Appalachian St.,,16,auto,0,1,
1999,527,Oral Roberts,,16,auto,0,1,
1999,600,Saint Francis (PA),,16,auto,0,1,
1999,128,UCF,,16,auto,0,1,
2000,257,Georgia,,1,at-large,3,1,
2000,366,Louisiana Tech,,1,auto,3,1,
2000,694,Tennessee,,1,auto,5,1,
2000,164,UConn,,1,auto,6,0,
2000,193,Duke,,2,auto,2,1,
2000,513,Notre Dame,,2,at-large,2,1,
2000,539,Penn St.,,2,at-large,4,1,
2000,587,Rutgers,,2,at-large,4,1,
2000,311,Iowa St.,,3,auto,2,1,
2000,365,LSU,,3,at-large,3,1,
2000,430,Mississippi St.,,3,at-large,1,1,
2000,700,Texas Tech,,3,at-large,3,1,
2000,523,Old Dominion,,4,auto,2,1,
2000,559,Purdue,,4,auto,1,1,
2000,104,UC Santa Barbara,,4,auto,0,1,
2000,746,Virginia,,4,at-large,2,1,
2000,67,Boston College,,5,at-large,1,1,
2000,490,NC State,,5,at-large,0,1,
2000,457,North Carolina,,5,at-large,2,1,
2000,522,Oklahoma,,5,at-large,2,1,
2000,301,Illinois,,6,at-large,1,1,
2000,529,Oregon,,6,auto,0,1,
2000,718,Tulane,,6,auto,1,1,
2000,82,Xavier,,6,auto,0,1,
2000,37,Auburn,,7,at-large,1,1,
2000,249,George Washington,,7,at-large,1,1,
2000,387,Marquette,,7,at-large,0,1,
2000,703,Texas,,7,at-large,0,1,
2000,29,Arizona,,8,at-large,1,1,
2000,189,Drake,,8,auto,0,1,
2000,328,Kansas,,8,at-large,0,1,
2000,418,Michigan,,8,at-large,0,1,
2000,147,Clemson,,9,at-large,1,1,
2000,331,Kent St.,,9,auto,0,1,
2000,674,Stanford,,9,at-large,1,1,
2000,736,Vanderbilt,,9,at-large,1,1,
2000,669,Missouri St.,,10,at-large,0,1,
2000,606,Saint Joseph's,,10,at-large,1,1,
2000,110,UCLA,,10,at-large,0,1,
2000,772,Western Ky.,,10,at-large,1,1,
2000,676,SFA,,11,auto,1,1,
2000,9,UAB,,11,at-large,2,1,
2000,732,Utah,,11,at-large,0,1,
2000,738,Vermont,,11,auto,0,1,
2000,77,BYU,,12,at-large,0,1,
2000,380,Maine,,12,at-large,0,1,
2000,463,Nebraska,,12,at-large,0,1,
2000,663,SMU,,12,at-large,1,1,
2000,172,Dartmouth,,13,auto,0,1,
2000,794,Green Bay,,13,auto,0,1,
2000,541,Pepperdine,,13,at-large,0,1,
2000,574,Rice,,13,auto,1,1,
2000,355,Liberty,,14,auto,0,1,
2000,600,Saint Francis (PA),,14,auto,0,1,
2000,617,Saint Peter's,,14,auto,0,1,
2000,692,Tennessee Tech,,14,auto,0,1,
2000,115,Campbell,,15,auto,0,1,
2000,285,Holy Cross,,15,auto,0,1,
2000,627,San Diego,,15,auto,0,1,
2000,817,Youngstown St.,,15,auto,0,1,
2000,17,Alcorn St.,,16,auto,0,1,
2000,244,Furman,,16,auto,0,1,
2000,270,Hampton,,16,auto,0,1,
2000,441,Montana,,16,auto,0,1,
2001,193,Duke,,1,auto,2,1,
2001,513,Notre Dame,,1,at-large,6,0,
2001,694,Tennessee,,1,at-large,2,1,
2001,164,UConn,,1,auto,4,1,
2001,257,Georgia,,2,auto,1,1,
2001,311,Iowa St.,,2,auto,2,1,
2001,522,Oklahoma,,2,at-large,2,1,
2001,700,Texas Tech,,2,at-large,2,1,
2001,235,Florida,,3,at-large,1,1,
2001,366,Louisiana Tech,,3,auto,3,1,
2001,559,Purdue,,3,at-large,5,1,
2001,736,Vanderbilt,,3,at-large,3,1,
2001,312,Iowa,,4,auto,1,1,
2001,490,NC State,,4,at-large,2,1,
2001,587,Rutgers,,4,at-large,1,1,
2001,82,Xavier,,4,auto,3,1,
2001,147,Clemson,,5,at-large,1,1,
2001,669,Missouri St.,,5,auto,4,1,
2001,732,Utah,,5,at-large,2,1,
2001,739,Villanova,,5,at-large,1,1,
2001,157,Colorado,,6,at-large,1,1,
2001,365,LSU,,6,at-large,1,1,
2001,539,Penn St.,,6,at-large,0,1,
2001,756,Washington,,6,at-large,3,1,
2001,234,Florida St.,,7,at-large,1,1,
2001,249,George Washington,,7,at-large,0,1,
2001,742,Virginia Tech,,7,at-large,1,1,
2001,796,Wisconsin,,7,at-large,0,1,
2001,51,Baylor,,8,at-large,0,1,
2001,392,Maryland,,8,at-large,0,1,
2001,418,Michigan,,8,at-large,1,1,
2001,703,Texas,,8,at-large,0,1,
2001,31,Arkansas,,9,at-large,1,1,
2001,156,Colorado St.,,9,auto,1,1,
2001,610,St. Mary's (CA),,9,auto,1,1,
2001,746,Virginia,,9,at-large,0,1,
2001,183,Denver,,10,at-large,0,1,
2001,434,Missouri,,10,at-large,2,1,
2001,674,Stanford,,10,auto,1,1,
2001,718,Tulane,,10,auto,0,1,
2001,28,Arizona St.,,11,at-large,0,1,
2001,523,Old Dominion,,11,auto,0,1,
2001,639,Siena,,11,auto,0,1,
2001,698,TCU,,11,auto,1,1,
2001,693,Chattanooga,,12,auto,0,1,
2001,189,Drake,,12,at-large,0,1,
2001,220,Fairfield,,12,at-large,0,1,
2001,709,Toledo,,12,auto,0,1,
2001,180,Delaware,,13,auto,0,1,
2001,367,Louisville,,13,at-large,0,1,
2001,529,Oregon,,13,at-large,0,1,
2001,676,SFA,,13,auto,0,1,
2001,254,Georgia St.,,14,auto,0,1,
2001,285,Holy Cross,,14,auto,0,1,
2001,294,Idaho St.,,14,auto,0,1,
2001,104,UC Santa Barbara,,14,auto,0,1,
2001,290,Howard,,15,auto,0,1,
2001,355,Liberty,,15,auto,0,1,
2001,527,Oral Roberts,,15,auto,0,1,
2001,540,Penn,,15,auto,0,1,
2001,17,Alcorn St.,,16,auto,0,1,
2001,43,Austin Peay,,16,auto,0,1,
2001,361,Long Island,,16,auto,0,1,
2001,797,Milwaukee,,16,auto,0,1,
2002,193,Duke,,1,auto,4,1,
2002,522,Oklahoma,,1,auto,5,1,
2002,164,UConn,,1,auto,6,0,
2002,736,Vanderbilt,,1,auto,3,1,
2002,51,Baylor,,2,at-large,1,1,
2002,559,Purdue,,2,at-large,1,1,
2002,674,Stanford,,2,at-large,2,1,
2002,694,Tennessee,,2,at-large,4,1,
2002,157,Colorado,,3,at-large,3,1,
2002,311,Iowa St.,,3,at-large,1,1,
2002,327,Kansas St.,,3,at-large,2,1,
2002,648,South Carolina,,3,at-large,3,1,
2002,457,North Carolina,,4,at-large,2,1,
2002,539,Penn St.,,4,at-large,2,1,
2002,703,Texas,,4,at-large,2,1,
2002,700,Texas Tech,,4,at-large,2,1,
2002,67,Boston College,,5,at-large,0,1,
2002,231,FIU,,5,auto,1,1,
2002,366,Louisiana Tech,,5,auto,0,1,
2002,428,Minnesota,,5,at-large,1,1,
2002,31,Arkansas,,6,at-large,1,1,
2002,140,Cincinnati,,6,auto,1,1,
2002,235,Florida,,6,at-large,0,1,
2002,365,LSU,,6,at-large,1,1,
2002,156,Colorado St.,,7,at-large,0,1,
2002,189,Drake,,7,at-large,2,1,
2002,513,Notre Dame,,7,at-large,1,1,
2002,523,Old Dominion,,7,auto,3,1,
2002,541,Pepperdine,,8,auto,0,1,
2002,698,TCU,,8,at-large,1,1,
2002,746,Virginia,,8,at-large,0,1,
2002,796,Wisconsin,,8,at-large,0,1,
2002,28,Arizona St.,,9,auto,1,1,
2002,306,Indiana,,9,auto,0,1,
2002,312,Iowa,,9,at-large,1,1,
2002,739,Villanova,,9,at-large,1,1,
2002,257,Georgia,,10,at-large,0,1,
2002,473,New Mexico,,10,at-large,0,1,
2002,688,Syracuse,,10,at-large,0,1,
2002,718,Tulane,,10,at-large,1,1,
2002,77,BYU,,11,auto,2,1,
2002,147,Clemson,,11,at-large,0,1,
2002,631,Santa Clara,,11,at-large,0,1,
2002,169,Creighton,,12,auto,0,1,
2002,430,Mississippi St.,,12,at-large,1,1,
2002,617,Saint Peter's,,12,auto,0,1,
2002,104,UC Santa Barbara,,12,auto,1,1,
2002,465,UNLV,,12,at-large,0,1,
2002,693,Chattanooga,,13,auto,0,1,
2002,794,Green Bay,,13,auto,0,1,
2002,275,Harvard,,13,auto,0,1,
2002,676,SFA,,13,auto,0,1,
2002,331,Kent St.,,14,auto,0,1,
2002,355,Liberty,,14,auto,0,1,
2002,665,Southern,,14,auto,0,1,
2002,690,Temple,,14,auto,0,1,
2002,43,Austin Peay,,15,auto,0,1,
2002,83,Bucknell,,15,auto,0,1,
2002,254,Georgia St.,,15,auto,0,1,
2002,758,Weber St.,,15,auto,0,1,
2002,272,Hartford,,16,auto,0,1,
2002,485,Norfolk St.,,16,auto,0,1,
2002,514,Oakland,,16,auto,0,1,
2002,600,Saint Francis (PA),,16,auto,0,1,
2003,193,Duke,,1,auto,4,1,
2003,365,LSU,,1,auto,3,1,
2003,694,Tennessee,,1,at-large,5,1,
2003,164,UConn,,1,at-large,6,0,
2003,559,Purdue,,2,auto,3,1,
2003,703,Texas,,2,auto,4,1,
2003,700,Texas Tech,,2,at-large,3,1,
2003,739,Villanova,,2,auto,3,1,
2003,327,Kansas St.,,3,at-large,1,1,
2003,430,Mississippi St.,,3,at-large,1,1,
2003,457,North Carolina,,3,at-large,1,1,
2003,674,Stanford,,3,auto,1,1,
2003,518,Ohio St.,,4,at-large,1,1,
2003,539,Penn St.,,4,at-large,2,1,
2003,587,Rutgers,,4,at-large,1,1,
2003,736,Vanderbilt,,4,at-large,1,1,
2003,67,Boston College,,5,at-large,2,1,
2003,257,Georgia,,5,at-large,2,1,
2003,366,Louisiana Tech,,5,auto,2,1,
2003,648,South Carolina,,5,at-large,1,1,
2003,29,Arizona,,6,at-large,0,1,
2003,157,Colorado,,6,at-large,2,1,
2003,428,Minnesota,,6,at-large,2,1,
2003,473,New Mexico,,6,auto,2,1,
2003,31,Arkansas,,7,at-large,1,1,
2003,249,George Washington,,7,auto,1,1,
2003,104,UC Santa Barbara,,7,auto,1,1,
2003,742,Virginia Tech,,7,at-large,1,1,
2003,794,Green Bay,,8,auto,1,1,
2003,416,Michigan St.,,8,at-large,0,1,
2003,732,Utah,,8,at-large,1,1,
2003,746,Virginia,,8,at-large,1,1,
2003,176,DePaul,,9,at-large,0,1,
2003,301,Illinois,,9,at-large,0,1,
2003,698,TCU,,9,auto,1,1,
2003,756,Washington,,9,at-large,0,1,
2003,140,Cincinnati,,10,at-large,0,1,
2003,255,Georgia Tech,,10,at-large,0,1,
2003,522,Oklahoma,,10,at-large,0,1,
2003,82,Xavier,,10,at-large,0,1,
2003,77,BYU,,11,at-large,0,1,
2003,415,Miami (FL),,11,at-large,0,1,
2003,513,Notre Dame,,11,at-large,2,1,
2003,718,Tulane,,11,at-large,0,1,
2003,458,Charlotte,,12,at-large,0,1,
2003,693,Chattanooga,,12,auto,0,1,
2003,523,Old Dominion,,12,auto,0,1,
2003,541,Pepperdine,,12,auto,0,1,
2003,285,Holy Cross,,13,auto,0,1,
2003,355,Liberty,,13,auto,0,1,
2003,758,Weber St.,,13,auto,0,1,
2003,772,Western Ky.,,13,auto,0,1,
2003,43,Austin Peay,,14,auto,0,1,
2003,275,Harvard,,14,auto,0,1,
2003,381,Manhattan,,14,auto,0,1,
2003,774,Western Mich.,,14,auto,0,1,
2003,270,Hampton,,15,auto,0,1,
2003,669,Missouri St.,,15,auto,0,1,
2003,600,Saint Francis (PA),,15,auto,0,1,
2003,735,Valparaiso,,15,auto,0,1,
2003,7,Alabama St.,,16,auto,0,1,
2003,68,Boston University,,16,auto,0,1,
2003,254,Georgia St.,,16,auto,0,1,
2003,670,Texas St.,,16,auto,0,1,
2004,193,Duke,,1,auto,3,1,
2004,539,Penn St.,,1,at-large,3,1,
2004,694,Tennessee,,1,at-large,5,1,
2004,703,Texas,,1,at-large,2,1,
2004,327,Kansas St.,,2,at-large,1,1,
2004,559,Purdue,,2,auto,2,1,
2004,164,UConn,,2,at-large,6,0,
2004,736,Vanderbilt,,2,auto,2,1,
2004,67,Boston College,,3,auto,2,1,
2004,257,Georgia,,3,at-large,3,1,
2004,288,Houston,,3,auto,1,1,
2004,522,Oklahoma,,3,auto,1,1,
2004,51,Baylor,,4,at-large,2,1,
2004,365,LSU,,4,at-large,4,1,
2004,457,North Carolina,,4,at-large,0,1,
2004,700,Texas Tech,,4,at-large,1,1,
2004,235,Florida,,5,at-large,1,1,
2004,366,Louisiana Tech,,5,auto,2,1,
2004,415,Miami (FL),,5,at-large,0,1,
2004,513,Notre Dame,,5,at-large,2,1,
2004,157,Colorado,,6,at-large,0,1,
2004,518,Ohio St.,,6,at-large,1,1,
2004,674,Stanford,,6,auto,3,1,
2004,698,TCU,,6,at-large,1,1,
2004,37,Auburn,,7,at-large,1,1,
2004,428,Minnesota,,7,at-large,4,1,
2004,587,Rutgers,,7,at-large,0,1,
2004,739,Villanova,,7,at-large,1,1,
2004,249,George Washington,,8,at-large,0,1,
2004,416,Michigan St.,,8,at-large,1,1,
2004,523,Old Dominion,,8,auto,0,1,
2004,742,Virginia Tech,,8,at-large,1,1,
2004,29,Arizona,,9,at-large,0,1,
2004,176,DePaul,,9,at-large,1,1,
2004,312,Iowa,,9,at-large,0,1,
2004,387,Marquette,,9,at-large,1,1,
2004,693,Chattanooga,,10,auto,1,1,
2004,490,NC State,,10,at-large,0,1,
2004,433,Ole Miss,,10,at-large,0,1,
2004,110,UCLA,,10,at-large,0,1,
2004,434,Missouri,,11,at-large,0,1,
2004,690,Temple,,11,auto,0,1,
2004,104,UC Santa Barbara,,11,auto,2,1,
2004,768,West Virginia,,11,at-large,0,1,
2004,392,Maryland,,12,at-large,1,1,
2004,669,Missouri St.,,12,auto,0,1,
2004,441,Montana,,12,auto,0,1,
2004,473,New Mexico,,12,auto,0,1,
2004,43,Austin Peay,,13,auto,0,1,
2004,,Loyola Marymount,,13,auto,0,1,
2004,380,Maine,,13,auto,0,1,
2004,419,Middle Tenn.,,13,auto,1,1,
2004,204,Eastern Mich.,,14,auto,0,1,
2004,794,Green Bay,,14,auto,0,1,
2004,355,Liberty,,14,auto,0,1,
2004,386,Marist,,14,auto,0,1,
2004,28600,Lipscomb,,15,auto,0,1,
2004,540,Penn,,15,auto,0,1,
2004,600,Saint Francis (PA),,15,auto,0,1,
2004,735,Valparaiso,,15,auto,0,1,
2004,153,Colgate,,16,auto,0,1,
2004,270,Hampton,,16,auto,0,1,
2004,508,Northwestern St.,,16,auto,0,1,
2004,665,Southern,,16,auto,0,1,
2005,365,LSU,,1,at-large,4,1,
2005,416,Michigan St.,,1,auto,5,1,
2005,457,North Carolina,,1,auto,3,1,
2005,694,Tennessee,,1,at-large,4,1,
2005,51,Baylor,,2,auto,6,0,
2005,193,Duke,,2,at-large,3,1,
2005,518,Ohio St.,,2,at-large,2,1,
2005,674,Stanford,,2,auto,3,1,
2005,428,Minnesota,,3,at-large,2,1,
2005,587,Rutgers,,3,at-large,3,1,
2005,703,Texas,,3,at-large,1,1,
2005,164,UConn,,3,auto,2,1,
2005,327,Kansas St.,,4,at-large,1,1,
2005,513,Notre Dame,,4,at-large,1,1,
2005,539,Penn St.,,4,at-large,0,1,
2005,700,Texas Tech,,4,at-large,2,1,
2005,28,Arizona St.,,5,at-large,2,1,
2005,176,DePaul,,5,at-large,1,1,
2005,490,NC State,,5,at-large,0,1,
2005,736,Vanderbilt,,5,at-large,2,1,
2005,234,Florida St.,,6,at-large,1,1,
2005,257,Georgia,,6,at-large,2,1,
2005,690,Temple,,6,auto,1,1,
2005,746,Virginia,,6,at-large,1,1,
2005,67,Boston College,,7,at-large,1,1,
2005,311,Iowa St.,,7,at-large,0,1,
2005,392,Maryland,,7,at-large,1,1,
2005,698,TCU,,7,auto,0,1,
2005,473,New Mexico,,8,auto,0,1,
2005,522,Oklahoma,,8,at-large,0,1,
2005,433,Ole Miss,,8,at-large,0,1,
2005,657,Southern California,,8,at-large,1,1,
2005,29,Arizona,,9,at-large,1,1,
2005,249,George Washington,,9,at-large,1,1,
2005,367,Louisville,,9,at-large,0,1,
2005,559,Purdue,,9,at-large,1,1,
2005,794,Green Bay,,10,auto,0,1,
2005,288,Houston,,10,at-large,0,1,
2005,529,Oregon,,10,at-large,1,1,
2005,732,Utah,,10,at-large,1,1,
2005,366,Louisiana Tech,,11,at-large,0,1,
2005,523,Old Dominion,,11,auto,0,1,
2005,574,Rice,,11,auto,0,1,
2005,575,Richmond,,11,at-large,0,1,
2005,202,Eastern Ky.,,12,auto,0,1,
2005,419,Middle Tenn.,,12,auto,1,1,
