"event","year","team1","team2","team1_score","team2_score","game_date","winner","margin"
"u20europe",2019,"Sweden","Portugal",60,55,"2019-08-08","Sweden",5
"u20europe",2019,"Spain","Hungary",80,66,"2019-08-10","Spain",14
"u20europe",2019,"Portugal","Belarus",82,42,"2019-08-10","Portugal",40
"u20europe",2019,"Serbia","Poland",70,47,"2019-08-10","Serbia",23
"u20europe",2019,"Netherlands","Germany",67,56,"2019-08-10","Netherlands",11
"u20europe",2019,"Russia","Belgium",51,50,"2019-08-10","Russia",1
"u20europe",2019,"Czech Republic","Sweden",74,55,"2019-08-10","Czech Republic",19
"u20europe",2019,"Italy","France",56,43,"2019-08-10","Italy",13
"u20europe",2019,"Latvia","Lithuania",67,54,"2019-08-10","Latvia",13
"u20europe",2019,"Belarus","Germany",65,45,"2019-08-11","Belarus",20
"u20europe",2019,"Czech Republic","Latvia",51,50,"2019-08-11","Czech Republic",1
"u20europe",2019,"Spain","Serbia",74,55,"2019-08-11","Spain",19
"u20europe",2019,"Netherlands","Portugal",60,56,"2019-08-11","Netherlands",4
"u20europe",2019,"Lithuania","Sweden",87,54,"2019-08-11","Lithuania",33
"u20europe",2019,"Poland","Hungary",51,50,"2019-08-11","Poland",1
"u20europe",2019,"France","Belgium",50,34,"2019-08-11","France",16
"u20europe",2019,"Italy","Russia",70,67,"2019-08-11","Italy",3
"u20europe",2021,"Czech Republic","Israel",67,65,"2021-07-12","Czech Republic",2
"u20europe",2021,"Serbia","Spain",61,57,"2021-07-12","Serbia",4
"u20europe",2021,"Hungary","Ireland",91,28,"2021-07-12","Hungary",63
"u20europe",2021,"Belgium","Latvia",99,70,"2021-07-13","Belgium",29
"u20europe",2021,"Poland","Belarus",71,53,"2021-07-13","Poland",18
"u20europe",2021,"Albania","Ukraine",80,78,"2021-07-13","Albania",2
"u20europe",2021,"Czech Republic","Spain",68,65,"2021-07-13","Czech Republic",3
"u20europe",2021,"Germany","Croatia",47,45,"2021-07-13","Germany",2
"u20europe",2021,"Russia","Turkey",76,62,"2021-07-13","Russia",14
"u20europe",2021,"Switzerland","Armenia",88,51,"2021-07-13","Switzerland",37
"u20europe",2021,"Slovakia","Kosovo",71,38,"2021-07-13","Slovakia",33
"u20europe",2021,"Israel","Ireland",91,34,"2021-07-13","Israel",57
"u20europe",2021,"Italy","Bulgaria",66,46,"2021-07-13","Italy",20
"u20europe",2021,"Hungary","Serbia",61,56,"2021-07-13","Hungary",5
"u20europe",2021,"France","Portugal",86,38,"2021-07-13","France",48
"u20europe",2021,"Luxembourg","North Macedonia",79,55,"2021-07-13","Luxembourg",24
"u20europe",2021,"Latvia","Germany",66,56,"2021-07-14","Latvia",10
"u20europe",2021,"Russia","Belarus",88,60,"2021-07-14","Russia",28
"u20europe",2021,"Greece","Albania",112,45,"2021-07-14","Greece",67
"u20europe",2021,"Spain","Ireland",94,29,"2021-07-14","Spain",65
"u20europe",2021,"Italy","Croatia",67,51,"2021-07-14","Italy",16
"u20europe",2021,"France","Turkey",74,54,"2021-07-14","France",20
"u20europe",2021,"Ukraine","Switzerland",75,70,"2021-07-14","Ukraine",5
"u20europe",2021,"Slovakia","Luxembourg",67,47,"2021-07-14","Slovakia",20
"u20europe",2021,"Serbia","Czech Republic",85,76,"2021-07-14","Serbia",9
"u20europe",2021,"Belgium","Bulgaria",89,53,"2021-07-14","Belgium",36
"u20europe",2021,"Hungary","Israel",61,56,"2021-07-14","Hungary",5
"u20europe",2021,"Poland","Portugal",86,51,"2021-07-14","Poland",35
"u20europe",2021,"Romania","North Macedonia",78,55,"2021-07-14","Romania",23
"u20europe",2021,"Latvia","Croatia",69,64,"2021-07-15","Latvia",5
"u20europe",2021,"France","Poland",71,54,"2021-07-15","France",17
"u20europe",2021,"Greece","Switzerland",69,68,"2021-07-15","Greece",1
"u20europe",2021,"Italy","Belgium",54,48,"2021-07-15","Italy",6
"u20europe",2021,"Turkey","Belarus",83,59,"2021-07-15","Turkey",24
"u20europe",2021,"Luxembourg","Kosovo",91,57,"2021-07-15","Luxembourg",34
"u20europe",2021,"Ukraine","Armenia",79,66,"2021-07-15","Ukraine",13
"u20europe",2021,"Germany","Bulgaria",77,51,"2021-07-15","Germany",26
"u20europe",2021,"Russia","Portugal",66,60,"2021-07-15","Russia",6
"u20europe",2021,"Slovakia","Romania",74,52,"2021-07-15","Slovakia",22
"u20europe",2021,"Spain","Israel",66,51,"2021-07-16","Spain",15
"u20europe",2021,"Serbia","Ireland",74,50,"2021-07-16","Serbia",24
"u20europe",2021,"Hungary","Czech Republic",82,68,"2021-07-16","Hungary",14
"u20europe",2021,"Belgium","Germany",70,62,"2021-07-17","Belgium",8
"u20europe",2021,"Poland","Russia",75,70,"2021-07-17","Poland",5
"u20europe",2021,"Israel","Serbia",62,53,"2021-07-17","Israel",9
"u20europe",2021,"Switzerland","Albania",116,52,"2021-07-17","Switzerland",64
"u20europe",2021,"Italy","Latvia",56,44,"2021-07-17","Italy",12
"u20europe",2021,"Turkey","Portugal",70,58,"2021-07-17","Turkey",12
"u20europe",2021,"Romania","Kosovo",80,64,"2021-07-17","Romania",16
"u20europe",2021,"Czech Republic","Ireland",115,60,"2021-07-17","Czech Republic",55
"u20europe",2021,"Greece","Armenia",88,52,"2021-07-17","Greece",36
"u20europe",2021,"Croatia","Bulgaria",80,52,"2021-07-17","Croatia",28
"u20europe",2021,"Spain","Hungary",65,57,"2021-07-17","Spain",8
"u20europe",2021,"France","Belarus",70,50,"2021-07-17","France",20
"u20europe",2021,"Slovakia","North Macedonia",75,44,"2021-07-17","Slovakia",31
"u20europe",2021,"Italy","Germany",50,49,"2021-07-18","Italy",1
"u20europe",2021,"Belarus","Portugal",63,54,"2021-07-18","Belarus",9
"u20europe",2021,"Greece","Ukraine",59,54,"2021-07-18","Greece",5
"u20europe",2021,"Belgium","Croatia",77,37,"2021-07-18","Belgium",40
"u20europe",2021,"Poland","Turkey",49,48,"2021-07-18","Poland",1
"u20europe",2021,"Albania","Armenia",79,72,"2021-07-18","Albania",7
"u20europe",2021,"Romania","Luxembourg",73,59,"2021-07-18","Romania",14
"u20europe",2021,"Latvia","Bulgaria",74,58,"2021-07-18","Latvia",16
"u20europe",2021,"France","Russia",78,74,"2021-07-18","France",4
"u20europe",2021,"Kosovo","North Macedonia",63,62,"2021-07-18","Kosovo",1
"worldcup",2014,"Canada","Mozambique",69,54,"2014-09-27","Canada",15
"worldcup",2014,"Australia","Cuba",90,57,"2014-09-27","Australia",33
"worldcup",2014,"Spain","Japan",74,50,"2014-09-27","Spain",24
"worldcup",2014,"Belarus","Korea",70,64,"2014-09-27","Belarus",6
"worldcup",2014,"Turkey","France",50,48,"2014-09-27","Turkey",2
"worldcup",2014,"Serbia","Angola",102,42,"2014-09-27","Serbia",60
"worldcup",2014,"Czech Republic","Brazil",68,55,"2014-09-27","Czech Republic",13
"worldcup",2014,"USA","China",87,56,"2014-09-27","USA",31
"worldcup",2014,"France","Mozambique",89,45,"2014-09-28","France",44
"worldcup",2014,"Australia","Korea",87,54,"2014-09-28","Australia",33
"worldcup",2014,"Czech Republic","Japan",71,57,"2014-09-28","Czech Republic",14
"worldcup",2014,"China","Angola",65,39,"2014-09-28","China",26
"worldcup",2014,"Turkey","Canada",55,44,"2014-09-28","Turkey",11
"worldcup",2014,"Belarus","Cuba",70,69,"2014-09-28","Belarus",1
"worldcup",2014,"Spain","Brazil",83,56,"2014-09-28","Spain",27
"worldcup",2014,"USA","Serbia",94,74,"2014-09-28","USA",20
"worldcup",2014,"Brazil","Japan",79,56,"2014-09-30","Brazil",23
"worldcup",2014,"Serbia","China",65,63,"2014-09-30","Serbia",2
"worldcup",2014,"Spain","Czech Republic",67,43,"2014-09-30","Spain",24
"worldcup",2014,"Australia","Belarus",87,45,"2014-09-30","Australia",42
"worldcup",2014,"Turkey","Mozambique",64,54,"2014-09-30","Turkey",10
"worldcup",2014,"Cuba","Korea",73,57,"2014-09-30","Cuba",16
"worldcup",2014,"France","Canada",63,59,"2014-09-30","France",4
"worldcup",2014,"USA","Angola",119,44,"2014-09-30","USA",75
"worldcup",2014,"Canada","Czech Republic",91,71,"2014-10-01","Canada",20
"worldcup",2014,"France","Brazil",61,48,"2014-10-01","France",13
"worldcup",2014,"China","Belarus",72,67,"2014-10-01","China",5
"worldcup",2014,"Serbia","Cuba",86,79,"2014-10-01","Serbia",7
"worldcup",2014,"Australia","Canada",63,52,"2014-10-03","Australia",11
"worldcup",2014,"Spain","China",71,55,"2014-10-03","Spain",16
"worldcup",2014,"Turkey","Serbia",62,61,"2014-10-03","Turkey",1
"worldcup",2014,"USA","France",94,72,"2014-10-03","USA",22
"worldcup",2014,"China","Serbia",85,69,"2014-10-04","China",16
"worldcup",2014,"Canada","France",55,40,"2014-10-04","Canada",15
"worldcup",2014,"Spain","Turkey",66,56,"2014-10-04","Spain",10
"worldcup",2014,"USA","Australia",82,70,"2014-10-04","USA",12
"worldcup",2014,"France","Serbia",88,74,"2014-10-05","France",14
"worldcup",2014,"Canada","China",61,53,"2014-10-05","Canada",8
"worldcup",2014,"Australia","Turkey",74,44,"2014-10-05","Australia",30
"worldcup",2014,"USA","Spain",77,64,"2014-10-05","USA",13
"worldcup",2018,"China","Latvia",64,61,"2018-09-22","China",3
"worldcup",2018,"Australia","Nigeria",86,68,"2018-09-22","Australia",18
"worldcup",2018,"France","Korea",89,58,"2018-09-22","France",31
"worldcup",2018,"Turkey","Argentina",63,37,"2018-09-22","Turkey",26
"worldcup",2018,"Canada","Greece",81,50,"2018-09-22","Canada",31
"worldcup",2018,"USA","Senegal",87,67,"2018-09-22","USA",20
"worldcup",2018,"Spain","Japan",84,71,"2018-09-22","Spain",13
"worldcup",2018,"Belgium","Puerto Rico",86,36,"2018-09-22","Belgium",50
"worldcup",2018,"Australia","Argentina",84,43,"2018-09-23","Australia",41
"worldcup",2018,"Canada","Korea",82,63,"2018-09-23","Canada",19
"worldcup",2018,"Japan","Belgium",77,75,"2018-09-23","Japan",2
"worldcup",2018,"Senegal","Latvia",70,69,"2018-09-23","Senegal",1
"worldcup",2018,"France","Greece",75,71,"2018-09-23","France",4
"worldcup",2018,"USA","China",100,88,"2018-09-23","USA",12
"worldcup",2018,"Spain","Puerto Rico",78,53,"2018-09-23","Spain",25
"worldcup",2018,"Nigeria","Turkey",74,68,"2018-09-23","Nigeria",6
"worldcup",2018,"Japan","Puerto Rico",69,61,"2018-09-25","Japan",8
"worldcup",2018,"Australia","Turkey",90,64,"2018-09-25","Australia",26
"worldcup",2018,"Greece","Korea",58,48,"2018-09-25","Greece",10
"worldcup",2018,"China","Senegal",75,66,"2018-09-25","China",9
"worldcup",2018,"Nigeria","Argentina",75,70,"2018-09-25","Nigeria",5
"worldcup",2018,"USA","Latvia",102,76,"2018-09-25","USA",26
"worldcup",2018,"Belgium","Spain",72,63,"2018-09-25","Belgium",9
"worldcup",2018,"Canada","France",71,60,"2018-09-25","Canada",11
"worldcup",2018,"China","Japan",87,81,"2018-09-26","China",6
"worldcup",2018,"Nigeria","Greece",57,56,"2018-09-26","Nigeria",1
"worldcup",2018,"France","Turkey",78,61,"2018-09-26","France",17
"worldcup",2018,"Spain","Senegal",63,48,"2018-09-26","Spain",15
"worldcup",2018,"USA","Nigeria",71,40,"2018-09-28","USA",31
"worldcup",2018,"Australia","China",83,42,"2018-09-28","Australia",41
"worldcup",2018,"Belgium","France",86,65,"2018-09-28","Belgium",21
"worldcup",2018,"Spain","Canada",68,53,"2018-09-28","Spain",15
"worldcup",2018,"France","Nigeria",84,62,"2018-09-29","France",22
"worldcup",2018,"China","Canada",76,71,"2018-09-29","China",5
"worldcup",2018,"USA","Belgium",93,77,"2018-09-29","USA",16
"worldcup",2018,"Australia","Spain",72,66,"2018-09-29","Australia",6
"worldcup",2018,"Canada","Nigeria",73,72,"2018-09-30","Canada",1
"worldcup",2018,"France","China",81,67,"2018-09-30","France",14
"worldcup",2018,"Spain","Belgium",67,60,"2018-09-30","Spain",7
"worldcup",2018,"USA","Australia",73,56,"2018-09-30","USA",17
