team_id,team,name,title,url,season
169,Creighton,Jenny Vickers,Director of Operations,https://gocreighton.com/sports/womens-basketball/roster/coaches/jenny-vickers/4382,2025-26
169,Creighton,Brad Schmidt,Head Coach,https://gocreighton.com/sports/womens-basketball/roster/staff/brad-schmidt/78,2025-26
169,Creighton,Nick Bies,NA,https://gocreighton.com/sports/womens-basketball/roster/staff/nick-bies/79,2025-26
169,Creighton,Dr. Kevin O'Malley,NA,https://gocreighton.com/sports/womens-basketball/roster/staff/dr-kevin-omalley/80,2025-26
157,Colorado,JR Payne,Head Coach,https://cubuffs.com/sports/womens-basketball/roster/coaches/jr-payne/4598,2025-26
157,Colorado,Toriano Towns,Associate Head Coach,https://cubuffs.com/sports/womens-basketball/roster/coaches/toriano-towns/4599,2025-26
157,Colorado,Taelor Karr,Assistant Coach,https://cubuffs.com/sports/womens-basketball/roster/coaches/taelor-karr/4600,2025-26
157,Colorado,Matt Hower,"Director of Operations,",https://cubuffs.com/sports/womens-basketball/roster/coaches/matt-hower/4601,2025-26
157,Colorado,Jordynn Hernandez,Assistant Coachj,https://cubuffs.com/sports/womens-basketball/roster/coaches/jordynn-hernandez/4604,2025-26
157,Colorado,Shelley Sheetz,Assistant Coach/D,https://cubuffs.com/sports/womens-basketball/roster/coaches/shelley-sheetz/4602,2025-26
157,Colorado,Chris Miller,NA,https://cubuffs.com/sports/womens-basketball/roster/staff/chris-miller/244,2025-26
157,Colorado,Katelyn Pestrichelli,NA,https://cubuffs.com/sports/womens-basketball/roster/staff/katelyn-pestrichelli-/245,2025-26
157,Colorado,Adam Ringler,Assistant Director,https://cubuffs.com/sports/womens-basketball/roster/staff/adam-ringler/246,2025-26
157,Colorado,Serena Rodriguez,Director,https://cubuffs.com/sports/womens-basketball/roster/staff/serena-rodriguez/247,2025-26
165,Coppin State,Darrell Mosley,Head Coach,https://coppinstatesports.com/sports/womens-basketball/roster/coaches/darrell-mosley/2564,2025-26
165,Coppin State,Shemika Jones,Assistant Coach/Recruiting Coordinator,https://coppinstatesports.com/sports/womens-basketball/roster/coaches/shemika-jones/2568,2025-26
165,Coppin State,Kevin Green,Assistant Coach,https://coppinstatesports.com/sports/womens-basketball/roster/coaches/kevin-green/2569,2025-26
165,Coppin State,Tatyana McClaney,Assistant Coach,https://coppinstatesports.com/sports/womens-basketball/roster/coaches/tatyana-mcclaney/2570,2025-26
175,Dayton,Tamika Williams-Jeter,Head Coach,https://daytonflyers.com/sports/womens-basketball/roster/coaches/tamika-williams-jeter/5652,2025-26
175,Dayton,Kalisha Keane,Assistant Coach/Recruiting Coordinator,https://daytonflyers.com/sports/womens-basketball/roster/coaches/kalisha-keane/5654,2025-26
175,Dayton,Bryce Agler,Assistant Coach,https://daytonflyers.com/sports/womens-basketball/roster/coaches/bryce-agler/5653,2025-26
175,Dayton,Darryl Hudson,Assistant Coach,https://daytonflyers.com/sports/womens-basketball/roster/coaches/darryl-hudson/5657,2025-26
175,Dayton,Trendale Perkins,Assistant Coach/Video Coordinator,https://daytonflyers.com/sports/womens-basketball/roster/coaches/trendale-perkins/5656,2025-26
175,Dayton,Tari Cummings-Baker,Assistant Coach/Chief of Staff,https://daytonflyers.com/sports/womens-basketball/roster/coaches/tari-cummings-baker/5660,2025-26
175,Dayton,Christina Bacon,Director of Operations,https://daytonflyers.com/sports/womens-basketball/roster/coaches/christina-bacon/5655,2025-26
175,Dayton,"Erik Muiter, MS, CSCS",Strength and Conditioning Coach,https://daytonflyers.com/sports/womens-basketball/roster/coaches/erik-muiter-ms-cscs/5659,2025-26
175,Dayton,Linda Waltz,Administrative Assistant,https://daytonflyers.com/sports/womens-basketball/roster/coaches/linda-waltz/5651,2025-26
189,Drake,Allison Pohlman,Suzie Glazer Burt Head Women's Basketball Coach,https://godrakebulldogs.com/sports/womens-basketball/roster/coaches/allison-pohlman/1561,2025-26
189,Drake,Lisa Carlsen,Assistant Coach,https://godrakebulldogs.com/sports/womens-basketball/roster/coaches/lisa-carlsen/1584,2025-26
189,Drake,Whitney Moia,Assistant Coach,https://godrakebulldogs.com/sports/womens-basketball/roster/coaches/whitney-moia/1564,2025-26
189,Drake,Kelli Greenway,Assistant Coach,https://godrakebulldogs.com/sports/womens-basketball/roster/coaches/kelli-greenway/1566,2025-26
189,Drake,Kristin Rotert,Assistant Coach,https://godrakebulldogs.com/sports/womens-basketball/roster/coaches/kristin-rotert/1568,2025-26
189,Drake,Cortni Rush,Director of Basketball Operations,https://godrakebulldogs.com/sports/womens-basketball/roster/coaches/cortni-rush/1562,2025-26
189,Drake,Becca Hittner,Assistant Coach/Director of Basketball Analytics & Player Development,https://godrakebulldogs.com/sports/womens-basketball/roster/coaches/becca-hittner/1565,2025-26
189,Drake,Chris Clendenen,Director of Sports Performance,https://godrakebulldogs.com/sports/womens-basketball/roster/coaches/chris-clendenen/1567,2025-26
189,Drake,"Stacy Gnacinski, PhD, CSCS",Mental Performance Coach,https://godrakebulldogs.com/sports/womens-basketball/roster/coaches/stacy-gnacinski-phd-cscs/1563,2025-26
194,Duquesne,Dan Burt,Head Coach,https://goduquesne.com/sports/womens-basketball/roster/coaches/dan-burt/4448,2025-26
194,Duquesne,Rick Bell,Assistant Coach,https://goduquesne.com/sports/womens-basketball/roster/coaches/rick-bell/4452,2025-26
194,Duquesne,Frank Ferraro,Assistant Coach,https://goduquesne.com/sports/womens-basketball/roster/coaches/frank-ferraro/4450,2025-26
194,Duquesne,RJ Bell,Assistant Coach,https://goduquesne.com/sports/womens-basketball/roster/coaches/rj-bell/4453,2025-26
194,Duquesne,Brianna Thomas,Assistant Coach,https://goduquesne.com/sports/womens-basketball/roster/coaches/brianna-thomas/4473,2025-26
194,Duquesne,Michaela Porter,Assistant Coach,https://goduquesne.com/sports/womens-basketball/roster/coaches/michaela-porter/4458,2025-26
194,Duquesne,Melissa Franko,Director of Basketball Operations,https://goduquesne.com/sports/womens-basketball/roster/coaches/melissa-franko/4449,2025-26
194,Duquesne,Cole McFadden,Graduate Assistant,https://goduquesne.com/sports/womens-basketball/roster/coaches/cole-mcfadden/4459,2025-26
648,South Carolina,Dawn Staley,Head Coach,https://gamecocksonline.com/sports/wbball/roster/coach/dawn-staley/,2025-26
648,South Carolina,Lisa Boyer,Associate Head Coach,https://gamecocksonline.com/sports/wbball/roster/coach/lisa-boyer/,2025-26
648,South Carolina,Jolette Law,Assistant Coach,https://gamecocksonline.com/sports/wbball/roster/coach/jolette-law/,2025-26
648,South Carolina,Wendale Farrow,Assistant Coach,https://gamecocksonline.com/sports/wbball/roster/coach/wendale-farrow/,2025-26
648,South Carolina,Mary Wooley,Assistant Coach,https://gamecocksonline.com/sports/wbball/roster/coach/mary-wooley/,2025-26
648,South Carolina,Khadijah Sessions,Assistant Coach,https://gamecocksonline.com/sports/wbball/roster/coach/khadijah-sessions-2/,2025-26
794,Green Bay,Kayla Karius,Head Coach,https://greenbayphoenix.com/sports/womens-basketball/roster/coaches/kayla-karius/637,2025-26
794,Green Bay,Kate Peterson Abiad,Assistant Coach,https://greenbayphoenix.com/sports/womens-basketball/roster/coaches/kate-peterson-abiad/639,2025-26
794,Green Bay,Sarah Bronk,Assistant Coach,https://greenbayphoenix.com/sports/womens-basketball/roster/coaches/sarah-bronk/638,2025-26
794,Green Bay,Patrick Bowlin,Assistant Coach,https://greenbayphoenix.com/sports/womens-basketball/roster/coaches/patrick-bowlin/642,2025-26
794,Green Bay,Shay Frederick,Assistant Coach,https://greenbayphoenix.com/sports/womens-basketball/roster/coaches/shay-frederick/641,2025-26
794,Green Bay,Jasmine Kondrakiewicz,Assistant Coach/Director of Basketball Operations,https://greenbayphoenix.com/sports/womens-basketball/roster/coaches/jasmine-kondrakiewicz/663,2025-26
251,Georgetown,Darnell Haney,Head Coach,https://guhoyas.com/sports/womens-basketball/roster/coaches/darnell-haney/2287,2025-26
251,Georgetown,Kelly Mazzante,Associate Head Coach,https://guhoyas.com/sports/womens-basketball/roster/coaches/kelly-mazzante/2286,2025-26
251,Georgetown,Mariya Moore,Assistant Coach,https://guhoyas.com/sports/womens-basketball/roster/coaches/mariya-moore/2288,2025-26
251,Georgetown,Eric Lindsey,Assistant Coach,https://guhoyas.com/sports/womens-basketball/roster/coaches/eric-lindsey/2289,2025-26
742,Virginia Tech,Megan Duffy,Head Coach,https://hokiesports.com/sports/womens-basketball/roster/season/2025-26/staff/megan-duffy,2025-26
742,Virginia Tech,Itoro Coleman,Associate Head Coach,https://hokiesports.com/sports/womens-basketball/roster/season/2025-26/staff/itoro-coleman,2025-26
742,Virginia Tech,Jen Hoover,Assistant Coach,https://hokiesports.com/sports/womens-basketball/roster/season/2025-26/staff/jen-hoover,2025-26
742,Virginia Tech,Sharnee Zoll,Assistant Coach & Recruiting Coordinator,https://hokiesports.com/sports/womens-basketball/roster/season/2025-26/staff/sharnee-zoll,2025-26
742,Virginia Tech,Darren Guensch,Assistant Coach,https://hokiesports.com/sports/womens-basketball/roster/season/2025-26/staff/darren-guensch,2025-26
742,Virginia Tech,Jerod McCullen,"Director of Recruiting, Assistant Coach",https://hokiesports.com/sports/womens-basketball/roster/season/2025-26/staff/jerod-mccullen,2025-26
463,Nebraska,Amy Williams,Head Coach,https://huskers.com/sports/womens-basketball/roster/season/2025-26/staff/amy-williams,2025-26
463,Nebraska,Julian Assibey,Assistant Coach,https://huskers.com/sports/womens-basketball/roster/season/2025-26/staff/julian-assibey,2025-26
463,Nebraska,Tandem Mays,Assistant Coach,https://huskers.com/sports/womens-basketball/roster/season/2025-26/staff/tandem-mays,2025-26
463,Nebraska,Jessica Keller,Assistant Coach,https://huskers.com/sports/womens-basketball/roster/season/2025-26/staff/jessica-keller,2025-26
463,Nebraska,Taylor Edwards,Assistant Coach/Assistant Director of Scouting & Operations,https://huskers.com/sports/womens-basketball/roster/season/2025-26/staff/taylor-edwards-basketball,2025-26
301,Illinois,Shauna Green,Head Coach,https://fightingillini.com/sports/womens-basketball/roster/coaches/shauna-green/2268,2025-26
301,Illinois,Calamity McEntire,Associate Head Coach,https://fightingillini.com/sports/womens-basketball/roster/coaches/calamity-mcentire/2269,2025-26
301,Illinois,Jackie Alexander,Assistant Coach,https://fightingillini.com/sports/womens-basketball/roster/coaches/jackie-alexander/2273,2025-26
301,Illinois,Britney Anderson,Assistant Coach,https://fightingillini.com/sports/womens-basketball/roster/coaches/britney-anderson/2271,2025-26
301,Illinois,DeAntoine Beasley,Assistant Coach,https://fightingillini.com/sports/womens-basketball/roster/coaches/deantoine-beasley/2270,2025-26
301,Illinois,Emily Durr,Assistant Coach/Director of Recruiting Operations,https://fightingillini.com/sports/womens-basketball/roster/coaches/emily-durr/2272,2025-26
310,Iona,Angelika Szumilo,Head Coach,https://ionagaels.com/sports/womens-basketball/roster/coaches/angelika-szumilo/1609,2025-26
310,Iona,Aaron Gratch,Assistant Coach,https://ionagaels.com/sports/womens-basketball/roster/coaches/aaron-gratch/1614,2025-26
310,Iona,Christian Mordi,Assistant Coach,https://ionagaels.com/sports/womens-basketball/roster/coaches/christian-mordi/1610,2025-26
310,Iona,Madison Stanley,Assistant Coach,https://ionagaels.com/sports/womens-basketball/roster/coaches/madison-stanley/1612,2025-26
310,Iona,Breyenne Bellerand,Director of Operations,https://ionagaels.com/sports/womens-basketball/roster/coaches/breyenne-bellerand/1611,2025-26
310,Iona,Abby Conklin,Video Coordinator,https://ionagaels.com/sports/womens-basketball/roster/coaches/abby-conklin/1628,2025-26
310,Iona,Mia Andrews,Graduate Manager,https://ionagaels.com/sports/womens-basketball/roster/coaches/mia-andrews/1613,2025-26
270,Hampton,Tamisha Augustin,Head Coach,https://hamptonpirates.com/sports/womens-basketball/roster/coaches/tamisha-augustin/1716,2025-26
270,Hampton,Dexter Holt,Associate Head Coach,https://hamptonpirates.com/sports/womens-basketball/roster/coaches/dexter-holt/1717,2025-26
270,Hampton,Jaamal Rhodes,Assistant Coach,https://hamptonpirates.com/sports/womens-basketball/roster/coaches/jaamal-rhodes/1718,2025-26
270,Hampton,Trinese Fox,Assistant Coach,https://hamptonpirates.com/sports/womens-basketball/roster/coaches/trinese-fox/1754,2025-26
270,Hampton,Brooke Moore,Assistant Coach,https://hamptonpirates.com/sports/womens-basketball/roster/coaches/brooke-moore/1719,2025-26
270,Hampton,I'Liyah Green,Director of Basketball Operations,https://hamptonpirates.com/sports/womens-basketball/roster/coaches/i-liyah-green/1720,2025-26
270,Hampton,Jazmine McMillon,Director of Player Developement,https://hamptonpirates.com/sports/womens-basketball/roster/coaches/jazmine-mcmillon/1721,2025-26
270,Hampton,Nicholas Colander,Administrative Assistant to Men’s & Women’s Basketball,https://hamptonpirates.com/sports/womens-basketball/roster/coaches/nicholas-colander/1723,2025-26
340,LaSalle,Mountain MacGillivray,Head Coach,https://goexplorers.com/sports/womens-basketball/roster/coaches/mountain-macgillivray/2076,2025-2026
340,LaSalle,Chris Day,Associate Head Coach,https://goexplorers.com/sports/womens-basketball/roster/coaches/chris-day/2077,2025-2026
340,LaSalle,Gillian Abshire,Assistant Coach,https://goexplorers.com/sports/womens-basketball/roster/coaches/gillian-abshire/2078,2025-2026
340,LaSalle,River Baldwin,Assistant Coach,https://goexplorers.com/sports/womens-basketball/roster/coaches/river-baldwin/2107,2025-2026
340,LaSalle,Sianny Sanchez-Oliver,Assistant Coach,https://goexplorers.com/sports/womens-basketball/roster/coaches/sianny-sanchez-oliver/2108,2025-2026
340,LaSalle,Kim Brady,Director of Operations,https://goexplorers.com/sports/womens-basketball/roster/coaches/kim-brady/2079,2025-2026
381,Manhattan,Heather Vulin,Head Coach,https://gojaspers.com/sports/womens-basketball/roster/coaches/heather-vulin/2243,2025-26
381,Manhattan,Callan Stores,Associate Head Coach,https://gojaspers.com/sports/womens-basketball/roster/coaches/callan-stores/2244,2025-26
381,Manhattan,Cori Coleman,Assistant Coach,https://gojaspers.com/sports/womens-basketball/roster/coaches/cori-coleman/2245,2025-26
381,Manhattan,Dee Dee Davis '23,Assistant Coach,https://gojaspers.com/sports/womens-basketball/roster/coaches/dee-dee-davis-23/2260,2025-26
381,Manhattan,Courtney Warley '22,Director of Basketball Operations,https://gojaspers.com/sports/womens-basketball/roster/coaches/courtney-warley-22/2261,2025-26
450,Mount St. Mary's,Antoine White,Head Coach,https://mountathletics.com/sports/womens-basketball/roster/coaches/antoine-white/987,2025-26
450,Mount St. Mary's,Kelsey Funderburgh,Assistant Coach,https://mountathletics.com/sports/womens-basketball/roster/coaches/kelsey-funderburgh/988,2025-26
450,Mount St. Mary's,Danielle Durjan,General Manager/Assistant Coach,https://mountathletics.com/sports/womens-basketball/roster/coaches/danielle-durjan/989,2025-26
450,Mount St. Mary's,Riley Maye,Assistant Coach,https://mountathletics.com/sports/womens-basketball/roster/coaches/riley-maye/990,2025-26
450,Mount St. Mary's,Imani Atkinson,Assistant Coach,https://mountathletics.com/sports/womens-basketball/roster/coaches/imani-atkinson/991,2025-26
450,Mount St. Mary's,Maria McConnell,Director of Basketball Operations,https://mountathletics.com/sports/womens-basketball/roster/coaches/maria-mcconnell/1067,2025-26
501,Northern Arizona,Laura Dinkins,Head Coach,https://nauathletics.com/sports/womens-basketball/roster/coaches/laura-dinkins/950,2025-26
501,Northern Arizona,Bryan Camacho,Associate Head Coach,https://nauathletics.com/sports/womens-basketball/roster/coaches/bryan-camacho/951,2025-26
501,Northern Arizona,Nicholas Milan,Assistant Coach / Recruiting Coordinator,https://nauathletics.com/sports/womens-basketball/roster/coaches/nicholas-milan/952,2025-26
501,Northern Arizona,Dajae Black,Assistant Coach,https://nauathletics.com/sports/womens-basketball/roster/coaches/dajae-black/953,2025-26
501,Northern Arizona,Kristyna Jeskeova,Director of Operations / Chief of Staff,https://nauathletics.com/sports/womens-basketball/roster/coaches/kristyna-jeskeova/994,2025-26
466,Nevada,Amanda Levens,Head Coach,https://nevadawolfpack.com/sports/womens-basketball/roster/coaches/amanda-levens/3600,2025-26
466,Nevada,Laura Gonsalves,Assistant Coach,https://nevadawolfpack.com/sports/womens-basketball/roster/coaches/laura-gonsalves/3601,2025-26
466,Nevada,Ashley Elliott,Assistant Coach,https://nevadawolfpack.com/sports/womens-basketball/roster/coaches/ashley-elliott/3602,2025-26
466,Nevada,Halie Bergman,Assistant Coach,https://nevadawolfpack.com/sports/womens-basketball/roster/coaches/halie-bergman/3603,2025-26
466,Nevada,Ula Motuga,Assistant Coach,https://nevadawolfpack.com/sports/womens-basketball/roster/coaches/ula-motuga/3604,2025-26
466,Nevada,Lavaris Duncan,Assistant Coach,https://nevadawolfpack.com/sports/womens-basketball/roster/coaches/lavaris-duncan/3605,2025-26
739,Villanova,Denise Dillon,Head Coach,https://villanova.com/sports/womens-basketball/roster/coaches/denise-dillon/4331,2025-26
739,Villanova,Joe Mullaney,Associate Head Coach,https://villanova.com/sports/womens-basketball/roster/coaches/joe-mullaney/4329,2025-26
739,Villanova,Michelle Sword,Assistant Coach,https://villanova.com/sports/womens-basketball/roster/coaches/michelle-sword/4332,2025-26
739,Villanova,Tiara Malcom,Assistant Coach/Recruiting Coordinator,https://villanova.com/sports/womens-basketball/roster/coaches/tiara-malcom/4334,2025-26
739,Villanova,Jess Genco,Assistant Coach,https://villanova.com/sports/womens-basketball/roster/coaches/jess-genco/4335,2025-26
739,Villanova,Mimi Riley,Director of Basketball Administration,https://villanova.com/sports/womens-basketball/roster/coaches/mimi-riley/4330,2025-26
739,Villanova,Latifah Coleman,Assistant Coach/Director of Video and Recruiting Operations,https://villanova.com/sports/womens-basketball/roster/coaches/latifah-coleman/4333,2025-26
739,Villanova,Brooke Mullin,Assistant Director of Basketball Operations,https://villanova.com/sports/womens-basketball/roster/coaches/brooke-mullin/4341,2025-26
739,Villanova,Bronagh Power-Cassidy,Graduate Assistant,https://villanova.com/sports/womens-basketball/roster/coaches/bronagh-power-cassidy/4406,2025-26
654,Southeast Missouri State,Briley Palmer,Head Coach,https://semoredhawks.com/sports/womens-basketball/roster/coaches/briley-palmer/3107,2025-26
654,Southeast Missouri State,Mike Geary,Assistant Coach,https://semoredhawks.com/sports/womens-basketball/roster/coaches/mike-geary/3105,2025-26
654,Southeast Missouri State,Reginald Mosley,Assistant Coach,https://semoredhawks.com/sports/womens-basketball/roster/coaches/reginald-mosley/3109,2025-26
654,Southeast Missouri State,Kate Rolfes,Assistant Coach,https://semoredhawks.com/sports/womens-basketball/roster/coaches/kate-rolfes/3110,2025-26
654,Southeast Missouri State,Jace Lance,Graduate Assistant,https://semoredhawks.com/sports/womens-basketball/roster/coaches/jace-lance/3111,2025-26
540,Pennsylvania,Mike McLaughlin,Head Coach,https://pennathletics.com/sports/womens-basketball/roster/coaches/mike-mclaughlin/4666,2025-26
540,Pennsylvania,Ashley Robinson,"John Di Paolo, C'92, G'92, W'92 Associate Head Coach/Recruiting Coordinator",https://pennathletics.com/sports/womens-basketball/roster/coaches/ashley-robinson/4668,2025-26
540,Pennsylvania,Andre Gibbs,Assistant Recruiting Coordinator,https://pennathletics.com/sports/womens-basketball/roster/coaches/andre-gibbs/4669,2025-26
540,Pennsylvania,Ryan Weise,Assistant Coach,https://pennathletics.com/sports/womens-basketball/roster/coaches/ryan-weise/4676,2025-26
540,Pennsylvania,Christine M. Woods,Director of Operations,https://pennathletics.com/sports/womens-basketball/roster/coaches/christine-m-woods/4667,2025-26
559,Purdue,Katie Gearlds,Head Coach,https://purduesports.com/sports/womens-basketball/roster/season/2025-26/staff/katie-gearlds,2025-26
559,Purdue,Kelly Komara,Associate Head Coach,https://purduesports.com/sports/womens-basketball/roster/season/2025-26/staff/kelly-komara,2025-26
559,Purdue,April Phillips,Associate Head Coach,https://purduesports.com/sports/womens-basketball/roster/season/2025-26/staff/april-phillips,2025-26
559,Purdue,Mark Stephens,Assistant Coach/Recruiting Coordinator,https://purduesports.com/sports/womens-basketball/roster/season/2025-26/staff/mark-stephens,2025-26
559,Purdue,Tiffini Grimes,Deputy Athletics Director / Senior Woman Administrator,https://purduesports.com/sports/womens-basketball/roster/season/2025-26/staff/tiffini-grimes,2025-26
559,Purdue,Amie Anthrop,Director of Basketball Operations,https://purduesports.com/sports/womens-basketball/roster/season/2025-26/staff/amie-anthrop,2025-26
559,Purdue,Lakan Hasser-Smith,Director of Video/Recruiting Assistant,https://purduesports.com/sports/womens-basketball/roster/season/2025-26/staff/lakan-hasser-smith,2025-26
559,Purdue,Chaz Calloway,Strength & Conditioning Coach,https://purduesports.com/sports/womens-basketball/roster/season/2025-26/staff/chaz-calloway,2025-26
579,Robert Morris,Chandler McCabe,Head Coach,https://rmucolonials.com/sports/womens-basketball/roster/coaches/chandler-mccabe/1700,2025-26
579,Robert Morris,Eddie Benton,Assistant Coach,https://rmucolonials.com/sports/womens-basketball/roster/coaches/eddie-benton/1701,2025-26
579,Robert Morris,Jack Trosper,Assistant Coach,https://rmucolonials.com/sports/womens-basketball/roster/coaches/jack-trosper/1702,2025-26
579,Robert Morris,Laryn Edwards,Assistant Coach,https://rmucolonials.com/sports/womens-basketball/roster/coaches/laryn-edwards/1699,2025-26
579,Robert Morris,Sara Anastasieska,Assistant Coach/Director of Basketball Operations,https://rmucolonials.com/sports/womens-basketball/roster/coaches/sara-anastasieska/1703,2025-26
587,Rutgers,Coquese Washington,Head Coach,https://scarletknights.com/sports/womens-basketball/roster/coaches/coquese-washington/6123,2025-26
587,Rutgers,Shannon LeBeauf,Sr. Associate Head Coach,https://scarletknights.com/sports/womens-basketball/roster/coaches/shannon-lebeauf/6129,2025-26
587,Rutgers,Jeanine Wasielewski,"Assistant Coach, Offensive Coordinator",https://scarletknights.com/sports/womens-basketball/roster/coaches/jeanine-wasielewski/6133,2025-26
587,Rutgers,Sean LeBeauf,"Assistant Coach, Defensive Coordinator",https://scarletknights.com/sports/womens-basketball/roster/coaches/sean-lebeauf/6130,2025-26
587,Rutgers,Danielle Edwards,"Assistant Coach, Director of Recruiting Operations",https://scarletknights.com/sports/womens-basketball/roster/coaches/danielle-edwards/6131,2025-26
587,Rutgers,James Spinelli,"Assistant Coach, Director of Scouting & Analytics",https://scarletknights.com/sports/womens-basketball/roster/coaches/james-spinelli/6132,2025-26
603,St. John's,Joe Tartamella,Head Coach,https://redstormsports.com/sports/womens-basketball/roster/coaches/joe-tartamella/823,2025-26
603,St. John's,Steve Pogue,Associate Head Coach,https://redstormsports.com/sports/womens-basketball/roster/coaches/steve-pogue/824,2025-26
603,St. John's,Kaity Healy,Assistant Coach,https://redstormsports.com/sports/womens-basketball/roster/coaches/kaity-healy/825,2025-26
603,St. John's,Vanessa Abel,Assistant Coach,https://redstormsports.com/sports/womens-basketball/roster/coaches/vanessa-abel/829,2025-26
603,St. John's,Joe  Rutigliano,Assistant Coach & C,https://redstormsports.com/sports/womens-basketball/roster/coaches/joe--rutigliano/830,2025-26
603,St. John's,Mike Gibson,Director,https://redstormsports.com/sports/womens-basketball/roster/coaches/mike-gibson/831,2025-26
603,St. John's,Jenna  Annecchiarico,NA,https://redstormsports.com/sports/womens-basketball/roster/coaches/jenna--annecchiarico/827,2025-26
603,St. John's,Caleb  Blake,NA,https://redstormsports.com/sports/womens-basketball/roster/coaches/caleb--blake/828,2025-26
603,St. John's,Kristin Quinn,Director / S,https://redstormsports.com/sports/womens-basketball/roster/staff/kristin-quinn/40,2025-26
603,St. John's,Liz Sullivan,NA,https://redstormsports.com/sports/womens-basketball/roster/staff/liz-sullivan/39,2025-26
603,St. John's,Al Caronia,Coach,https://redstormsports.com/sports/womens-basketball/roster/staff/al-caronia/43,2025-26
603,St. John's,Sydney Halligan,NA,https://redstormsports.com/sports/womens-basketball/roster/staff/sydney-halligan/41,2025-26
603,St. John's,Ray Howell,"Director,",https://redstormsports.com/sports/womens-basketball/roster/staff/ray-howell/42,2025-26
28,Arizona State,Molly Miller,Head Coach,https://thesundevils.com/sports/womens-basketball/roster/season/2025-26/staff/molly-miller,2025-26
28,Arizona State,Stephanie Norman,Associate Head Coach and Director of Basketball Strategy,https://thesundevils.com/sports/womens-basketball/roster/season/2025-26/staff/stephanie-norman,2025-26
28,Arizona State,Jason Glover,Associate Head Coach,https://thesundevils.com/sports/womens-basketball/roster/season/2025-26/staff/jason-glover,2025-26
28,Arizona State,Daniel Barber,"Assistant Coach, Recruiting Coordinator",https://thesundevils.com/sports/womens-basketball/roster/season/2025-26/staff/daniel-barber,2025-26
28,Arizona State,Abi Olajuwon,Assistant Coach,https://thesundevils.com/sports/womens-basketball/roster/season/2025-26/staff/abi-olajuwon,2025-26
28,Arizona State,Daejah Bernard,"Assistant Coach, Basketball Operations Coordinator",https://thesundevils.com/sports/womens-basketball/roster/season/2025-26/staff/daejah-bernard,2025-26
28,Arizona State,Ashleigh Lopez,Director of Player Development and Recruiting Operations,https://thesundevils.com/sports/womens-basketball/roster/season/2025-26/staff/ashleigh-lopez,2025-26
709,Toledo,Ginny Boggess,Head Women's Basketball Coach,https://utrockets.com/sports/womens-basketball/roster/coaches/ginny-boggess/1470,2025-26
709,Toledo,Geoff Lanier,Associate Women's Basketball Head Coach,https://utrockets.com/sports/womens-basketball/roster/coaches/geoff-lanier/1472,2025-26
709,Toledo,Takima Keane,Assistant Women's Basketball Coach,https://utrockets.com/sports/womens-basketball/roster/coaches/takima-keane/1473,2025-26
709,Toledo,Hailey Yohn,Assistant Women's Basketball Coach/Recruiting Coordinator,https://utrockets.com/sports/womens-basketball/roster/coaches/hailey-yohn/1475,2025-26
709,Toledo,Sydney Workman,Director of Women's Basketball Operations,https://utrockets.com/sports/womens-basketball/roster/coaches/sydney-workman/1478,2025-26
709,Toledo,Sammi Mikonowicz,Women's Basketball Graduate Assistant,https://utrockets.com/sports/womens-basketball/roster/coaches/sammi-mikonowicz/1479,2025-26
709,Toledo,Kyle Swiergosz,Women's Basketball Graduate Assistant,https://utrockets.com/sports/womens-basketball/roster/coaches/kyle-swiergosz/1521,2025-26
14,Albany,Colleen Mullen,Head Coach,https://ualbanysports.com/sports/womens-basketball/roster/coaches/colleen-mullen/2373,2025-26
14,Albany,Megan Methven,Associate Head Coach,https://ualbanysports.com/sports/womens-basketball/roster/coaches/megan-methven/2374,2025-26
14,Albany,Catherine Cassidy,Assistant Coach,https://ualbanysports.com/sports/womens-basketball/roster/coaches/catherine-cassidy/2375,2025-26
14,Albany,Michelle Holmes,Assistant Coach,https://ualbanysports.com/sports/womens-basketball/roster/coaches/michelle-holmes/2433,2025-26
14,Albany,Nan Garcia,Assistant Coach/Director of Operations,https://ualbanysports.com/sports/womens-basketball/roster/coaches/nan-garcia/2434,2025-26
14,Albany,Shae O'Brien,Assistant Director of Operations,https://ualbanysports.com/sports/womens-basketball/roster/coaches/shae-o-brien/2445,2025-26
128,Central Florida,Sytia Messer,Head Coach,https://ucfknights.com/sports/womens-basketball/roster/season/2025-26/staff/sytia-messer,2025-26
128,Central Florida,Walter Pitts,Assistant Coach,https://ucfknights.com/sports/womens-basketball/roster/season/2025-26/staff/walter-pitts,2025-26
128,Central Florida,Steven Key,Assistant Coach,https://ucfknights.com/sports/womens-basketball/roster/season/2025-26/staff/steven-key,2025-26
128,Central Florida,AnnMarie Gilbert,Assistant Coach,https://ucfknights.com/sports/womens-basketball/roster/season/2025-26/staff/annmarie-gilbert,2025-26
128,Central Florida,Erin Horne,Director of Basketball Operations,https://ucfknights.com/sports/womens-basketball/roster/season/2025-26/staff/erin-horne,2025-26
128,Central Florida,Reegan McCue,Video Coordinator,https://ucfknights.com/sports/womens-basketball/roster/season/2025-26/staff/reegan-mccue,2025-26
629,San Francisco,Molly Goodenbour,Head Women's Basketball Coach,https://usfdons.com/sports/womens-basketball/roster/coaches/molly-goodenbour/1122,2025-26
629,San Francisco,Janell Jones,Associate Head Coach,https://usfdons.com/sports/womens-basketball/roster/coaches/janell-jones/1123,2025-26
