college,ncaa_id,college_clean,category
New Mexico State,472,New Mexico State,College
New Orleans,474,New Orleans,College
New Orleans Blazers,,New Orleans Blazers,Other
New Orleans Pelicans,,New Orleans Pelicans,Professional
College of New Rochelle,,New Rochelle,College
New York University,479,New York,College
New York Gauchos U16,,New York Gauchos U16,Other
New York Giants,,New York Giants,Professional
New York Jets,,New York Jets,Professional
New York Knicks,,New York Knicks,Professional
New York Liberty,,New York Liberty,Professional
Newark Academy,,Newark Academy,Other
Newark High School,,Newark High School,Other
Newberry,1257,Newberry,College
Newberry College,1257,Newberry College,College
Newbury College,,Newbury,College
Newkirk High School,,Newkirk High School,Other
Newman University,30054,Newman,College
Newman,30054,Newman,College
Newport School,,Newport School,Other
NextPlay AAU,,NextPlay AAU,Other
Niagara,482,Niagara,College
Niagara University,482,Niagara,College
Niceville High School,,Niceville High School,Other
Nicholls State,483,Nicholls State,College
Nichols,484,Nichols,College
Nichols College,484,Nichols College,College
Nike,,Nike,Other
Nike 16U EYBL Team Takeover,,Nike 16U EYBL Team Takeover,Other
Nike Essence,,Nike Essence,Other
Nike Lady Gym Rats AAU Team,,Nike Lady Gym Rats AAU Team,Other
Nike ProSkills,,Nike ProSkills,Other
Nike ProSkills EYBL,,Nike ProSkills EYBL,Other
Niles North High School,,Niles North High School,Other
Nixa High School,,Nixa High School,Other
NJIT,471,NJIT,College
Nord Anglia International School,,Nord Anglia International School,Other
Norfolk State,485,Norfolk State,College
Norman High School,,Norman High School,Other
North Alabama,487,North Alabama,College
North Arlington High School,,North Arlington High School,Other
North Bullitt High School,,North Bullitt High School,Other
North Carolina,457,North Carolina,College
North Carolina A&T,488,North Carolina A&T,College
North Carolina Central,489,North Carolina Central,College
North Carolina Central University,489,North Carolina Central,College
North Carolina State,490,North Carolina State,College
University of North Carolina Wilmington,460,North Carolina Wilmington,College
North Central,30039,North Central,College
North Central College,,North Central,College
North Central (MN),30039,North Central (MN),College
North Central University,30039,North Central University,College
North Coast Showtime,,North Coast Showtime,Other
North Dakota,494,North Dakota,College
North Dakota State,493,North Dakota State,College
North Dakota State College of Science,,North Dakota State College of Science,College
North Dallas Adventist Academy,,North Dallas Adventist Academy,Other
North Dallas High School,,North Dallas High School,Other
North DeSoto High School,,North DeSoto High School,Other
North Florida,2711,North Florida,College
University of North Florida,2711,North Florida,College
North Georgia,30052,North Georgia,College
North Greenville,9223,North Greenville,College
North Greenville University,9223,North Greenville,College
North Hagerstown High School,,North Hagerstown High School,Other
North Hollywood High School,,North Hollywood High School,Other
North Iowa Area Community College,,North Iowa Area CC,Community College
North Iowa,,North Iowa CC,Community College
North Junior High,,North Junior High,Other
North Oconee High School,,North Oconee High School,Other
North Park,496,North Park,College
North Platte Community College,,North Platte CC,Community College
North Seattle Community College,,North Seattle CC,Community College
North Tampa Christian Academy,,North Tampa Christian Academy,Other
North Tartan Nike EYBL,,North Tartan Nike EYBL,Other
North Texas,497,North Texas,College
Northeast Mississippi Community College,,Northeast Mississippi CC,Community College
Northeastern,500,Northeastern,College
Northeastern University,500,Northeastern,College
Northeastern Oklahoma A&M,,Northeastern Oklahoma A&M,Community College
Northeastern Oklahoma A&M College,,Northeastern Oklahoma A&M,Community College
Northeastern St.,12810,Northeastern St.,College
Northeastern State,12810,Northeastern State,College
Northern Arizona,501,Northern Arizona,College
Northern Arizona University,501,Northern Arizona University,College
Northern Colorado,502,Northern Colorado,College
University of Northern Colorado,502,Northern Colorado,College
Northern High School,,Northern High School,Other
Northern Illinois,503,Northern Illinois,College
Northern Illinois University,503,Northern Illinois,College
Northern Iowa,504,Northern Iowa,College
UNI,504,Northern Iowa,College
Northern Kentucky,505,Northern Kentucky,College
Northern Michigan,506,Northern Michigan,College
Northern New Mexico College,,Northern New Mexico College,College
Northern St.,1266,Northern St.,College
Northern State University,1266,Northern State,College
Northern State,1266,Northern State,College
Northland College,1267,Northland College,College
Northland Preparatory Academy,,Northland Preparatory Academy,Other
Northmont High School,,Northmont High School,Other
Northside High School,,Northside High School,Other
Northwest College,,Northwest College (WY),Community College
Northwest Florida State College,,Northwest Florida State,College
Northwest High,,Northwest High,Other
Northwest HS,,Northwest HS,Other
Northwest Jackson IB World Middle School,,Northwest Jackson IB World Middle School,Other
Northwest Kansas Tech,,Fort Hays Tech,College
Northwest Kansas Technical College,,Fort Hays Tech,College
Northwest Missouri State,507,Northwest Missouri State,College
Northwest Nazarene,1274,Northwest Nazarene,College
Northwest Rankin High School,,Northwest Rankin High School,Other
Northwest University,,Northwest University,College
Northwestern,509,Northwestern,College
Northwestern University,509,Northwestern,College
Northwestern College,,Northwestern College,College
University of Northwestern in Ohio,,Northwestern in Ohio,College
Northwestern Okla.,30178,Northwestern Okla.,College
Northwestern Oklahoma,30178,Northwestern Oklahoma,College
Northwestern Oklahoma State,30178,Northwestern Oklahoma State,College
Northwestern State,508,Northwestern State,College
Northwestern State University,508,Northwestern State,College
Northwood University,510,Northwood University,College
Norwich University,511,Norwich,College
Norwich Free Academy,,Norwich Free Academy,Other
Notre Dame,513,Notre Dame,College
Notre Dame Academy,,Notre Dame Academy,Other
Notre Dame College,30126,Notre Dame College,College
Notre Dame High School,,Notre Dame High School,Other
Notre Dame-Bishop Gibbons High School,,Notre Dame-Bishop Gibbons High School,Other
Nova Southeastern,24639,Nova Southeastern,College
NSU University School,,NSU University School,Other
Nunawading Spectres,,Nunawading Spectres,Other
Nyack,,Nyack College,College
Nyack College,,Nyack College,College
NYIT,,NYIT,College
NYPT and Wellness,,NYPT and Wellness,Other
NYU,479,NYU,College
O'Dea High School,,O'Dea High School,Other
Oak Park and River Forest High School,,Oak Park and River Forest High School,Other
Oakland,514,Oakland,College
Oakland University,514,Oakland,College
Oakland Catholic,,Oakland Catholic,Other
Oakland Community College,,Oakland CC,Community College
Oakland Rise,,Oakland Rise,Other
Oakwood,,Oakwood,College
Oberlin,515,Oberlin,College
Oberlin College,515,Oberlin,College
OC Elite Inc.,,OC Elite Inc.,Other
OC Elite Southwest AAU,,OC Elite Southwest AAU,Other
Occidental,516,Occidental,College
Oconee County Primary School,,Oconee County Primary School,Other
Oglethorpe,2713,Oglethorpe,College
Oglethorpe University,2713,Oglethorpe,College
Ohio,519,Ohio,College
Ohio University,519,Ohio,College
Ohio Dominican,30119,Ohio Dominican,College
Ohio Future,,Ohio Future,Other
Ohio Future Girls AAU,,Ohio Future Girls AAU,Other
Ohio Glory Basketball Club,,Ohio Glory Basketball Club,Other
Ohio Glory Elite,,Ohio Glory Elite,Other
Ohio Northern University,517,Ohio Northern,College
Ohio Northern,517,Ohio Northern,College
Ohio State,518,Ohio State,College
Ohio Valley,,Ohio Valley,College
Ohio Valley University,,Ohio Valley,College
Ohio Wesleyan,520,Ohio Wesleyan,College
Ohio Wesleyan University,520,Ohio Wesleyan,College
Ohlde Elite,,Ohlde Elite,Other
Okemos Public Schools,,Okemos Public Schools,Other
Oklahoma,522,Oklahoma,College
Oklahoma AAU,,Oklahoma AAU,Other
Oklahoma Baptist,30202,Oklahoma Baptist,College
Oklahoma Baptist University,30202,Oklahoma Baptist University,College
Oklahoma Christian University,30179,Oklahoma Christian,College
Oklahoma Christian,30179,Oklahoma Christian,College
Oklahoma Christian Academy,,Oklahoma Christian Academy,Other
Oklahoma City,,Oklahoma City,College
Oklahoma City University,,Oklahoma City,College
Oklahoma City Thunder,,Oklahoma City Thunder,Professional
Oklahoma Dream Team,,Oklahoma Dream Team,Other
Oklahoma FCA,,Oklahoma FCA,Other
Oklahoma Select,,Oklahoma Select,Other
Oklahoma State,521,Oklahoma State,College
Oklahoma State University,521,Oklahoma State University,College
Oklahoma Storm,,Oklahoma Storm,Other
Oklahoma Wesleyan,,Oklahoma Wesleyan,College
Oklahoma Wesleyan University,,Oklahoma Wesleyan,College
Olathe North High School,,Olathe North High School,Other
Old Dominion,523,Old Dominion,College
Oldsmar Christian School,,Oldsmar Christian School,Other
Ole Miss,433,Ole Miss,College
University of Mississippi,433,Ole Miss,College
Oliver Wurzburg,,Oliver Wurzburg,Other
Olivet College,525,Olivet,College
Olympia High School,,Olympia High School,Other
Nebraska-Omaha,464,Omaha,College
University of Nebraska Omaha,464,Omaha,College
University of Nebraska-Omaha,464,Omaha,College
Omaha,464,Omaha,College
Omaha Cathedral High,,Omaha Cathedral High,Other
Omaha Creighton Prep,,Omaha Creighton Prep,Other
Ontario Clippers,,Ontario Clippers,Other
Opelousas Catholic,,Opelousas Catholic,Other
Oral Roberts,527,Oral Roberts,College
Oral Roberts University,527,Oral Roberts University,College
Orange County High School,,Orange County High School,Other
Oregon,529,Oregon,College
University of Oregon,529,Oregon,College
Oregon State,528,Oregon State,College
Oregon State University,528,Oregon State,College
Orlando Boom,,Orlando Boom,Other
Orlando Magic,,Orlando Magic,Professional
Orlando Miracle,,Orlando Miracle,Professional
Osbourn Park High School,,Osbourn Park High School,Other
Oswego St.,530,Oswego St.,College
Otago Breakers,,Otago Breakers,Other
Otero College,,Otero College,Community College
Otero Junior College,,Otero College,Community College
Ottawa University,,Ottawa University,College
Ouachita Baptist,1289,Ouachita Baptist,College
Ouachita Baptist University,1289,Ouachita Baptist,College
Ouachita Parish High School,,Ouachita Parish High School,Other
Our Lady of Good Counsel,,Our Lady of Good Counsel,Other
Our Lady of Mercy High School,,Our Lady of Mercy High School,Other
Our Lady of the Lake,,Our Lady of the Lake,Other
Overtime Elite,,Overtime Elite,Other
Owens Community College,,Owens CC,Community College
Owensboro Catholic,,Owensboro Catholic,Other
Oxbridge Academy of the Palm Beaches,,Oxbridge Academy of the Palm Beaches,Other
University of Oxford,,Oxford,College
University of the Ozarks,23008,Ozarks,College
PA Pride,,PA Pride,Other
Pac-12 Conference,,Pac-12 Conference,Other
Pace,533,Pace,College
Pace University,533,Pace,College
Pacific,534,Pacific,College
Pacific University,534,Pacific,College
University of the Pacific,534,Pacific,College
Pacific (Ore.),2751,Pacific ,College
Pacific Union College,,Pacific Union,College
Pacifica High School,,Pacifica High School,Other
Pahrump Valley High School,,Pahrump Valley High School,Other
Paine College,,Paine College,College
Palestine-Wheatley High School,,Palestine-Wheatley High School,Other
Palisades Charter High School,,Palisades Charter High School,Other
Pallacanestro Smit Roma Centro,,Pallacanestro Smit Roma Centro,Other
Palm Beach Atl.,30045,Palm Beach Atl.,College
Palm Beach Atlantic,30045,Palm Beach Atlantic,College
Panola College,,Panola,Community College
Panorama High School,,Panorama High School,Other
Panther Creek High School,,Panther Creek High School,Other
Paris Junior College,,Paris Junior,Community College
Park University,,Park,College
Parkland College,,Parkland College,College
Parkside,799,Parkside,College
Parma High School,,Parma High School,Other
Parsippany Hills High School,,Parsippany Hills High School,Other
Passaic County Community,,Passaic CC,Community College
Pathways Private School,,Pathways Private School,Other
Pathways Travels,,Pathways Travels,Other
Patterson Mill High School,,Patterson Mill High School,Other
Paul Quinn College,,Paul Quinn College,College
Paul Smith's College,,Paul Smith's College,College
Paxon School for Advanced Studies,,Paxon School for Advanced Studies,Other
Peach State Basketball,,Peach State Basketball,Other
Peak Basketball LLC,,Peak Basketball LLC,Other
Pearl River,,Pearl River CC,Community College
Pearl River Community College,,Pearl River CC,Community College
Penn,540,Penn,College
Pennsylvania,540,Penn,College
Penn College,30190,Penn College,College
Penn State,539,Penn State,College
Penn State - Behrend,538,Penn State - Behrend,College
Penn State Lehigh Valley,,Penn State Lehigh Valley,College
Penn State University Altoona,25719,Penn State University Altoona,College
Penn State-New Kensington,,Penn State-New Kensington,College
Pennsylvania College of Technology,,Pennsylvania College of Technology,College
PennWest University–Clarion,143,PennWest University–Clarion,College
Penny Hardaway Basketball Camp,,Penny Hardaway Basketball Camp,Other
Pensacola State,,Pensacola State,Community College
Pensacola State College,,Pensacola State,Community College
Pepperdine,541,Pepperdine,College
Perkiomen Valley High School,,Perkiomen Valley High School,Other
Perris High School,,Perris High School,Other
Perry High School,,Perry High School,Other
Petal High School,,Petal High School,Other
Petal HS,,Petal HS,Other
Peters Township,,Peters Township,Other
Pfeiffer University,542,Pfeiffer,College
Pfeiffer,542,Pfeiffer,College
PGC Basketball,,PGC Basketball,Other
Philadelphia 76ers,,Philadelphia 76ers,Professional
Philadelphia Belles,,Philadelphia Belles,Other
Philadelphia Belles Girls' Basketball Club,,Philadelphia Belles Girls' Basketball Club,Other
Philadelphia Union Academy,,Philadelphia Union Academy,Other
Philadelphia University,,Philadelphia University,College
Phillipsburg High School,,Phillipsburg High School,Other
Phillipsburg HS,,Phillipsburg HS,Other
Philo High School,,Philo High School,Other
Phoenix Mercury,,Phoenix Mercury,Professional
Pickerington Central High School,,Pickerington Central High School,Other
Pickus,,Pickus,Other
Piedmont College,21830,Piedmont College,College
Pierce College,,Pierce College,College
Pikeville,,Pikeville,Professional
University of Pikeville,,Pikeville,College
Pima CC,,Pima CC,Community College
Pine Island High School,,Pine Island High School,Other
Pine Manor College,,Pine Manor,College
Pinewood School,,Pinewood School,Other
Pingree School,,Pingree School,Other
Pitman High School,,Pitman High School,Other
Pitt-Johnstown,546,Pitt-Johnstown,College
Pittsburg St.,1314,Pittsburg St.,College
Pittsburg State,1314,Pittsburg State,College
Pittsburg State University,1314,Pittsburg State University,College
Pitt,545,Pittsburgh,College
Pittsburgh,545,Pittsburgh,College
University of Pittsburgh at Bradford,1315,Pittsburgh at Bradford,College
Pittsburgh Steel City Queens,,Pittsburgh Steel City Queens,Other
Pius XI,,Pius XI,Other
Pius XI Catholic High School,,Pius XI Catholic High School,Other
Plainview Christian Academy,,Plainview Christian Academy,Other
Plainview-Rover,,Plainview-Rover,Other
Plant Basketball Women's Select Team,,Plant Basketball Women's Select Team,Other
Plattsburgh,547,Plattsburgh,College
Pleasant Valley High School,,Pleasant Valley High School,Other
Pleasantville High School,,Pleasantville High School,Other
Plymouth High School,,Plymouth High School,Other
Plymouth State,548,Plymouth State,College
Point Guard College,,Point Guard College,Other
Point Loma,30149,Point Loma,College
Point Loma Nazarene,30149,Point Loma Nazarene,College
Point Loma Nazarene University,30149,Point Loma Nazarene,College
Point University,,Point University,College
Polk County Parks & Recreation,,Polk County Parks & Recreation,Other
Pomona-Pitzer,549,Pomona-Pitzer,College
Ponchatoula High,,Ponchatoula High,Other
Pond Creek-Hunter,,Pond Creek-Hunter,Other
Portales High School,,Portales High School,Other
Portland,551,Portland,College
University of Portland,551,Portland,College
Portland High School,,Portland High School,Other
Portland State,550,Portland State,College
Portland State University,550,Portland State,College
Portland Trail Blazers,,Portland Trail Blazers,Professional
Positive Coaching Alliance,,Positive Coaching Alliance,Other
Post University,1318,Post,College
Post,1318,Post,College
Prairie View A&M,553,Prairie View A&M,College
Pratt Community College,,Pratt CC,Community College
Pratt Institute,,Pratt Institute,College
Premier Sports Performance Academy,,Premier Sports Performance Academy,Other
Presbyterian,1320,Presbyterian,College
Presbyterian College,1320,Presbyterian,College
Presbyterian Christian HS,,Presbyterian Christian HS,Other
Prescott High School,,Prescott High School,Other
Presentation College,,Presentation College,College
PRIDE Run,,PRIDE Run,Other
Princeton,554,Princeton,College
Princeton Day School,,Princeton Day School,Other
Prior Lake High School,,Prior Lake High School,Other
Pro Skills Basketball,,Pro Skills Basketball,Other
Progression Training LLC,,Progression Training LLC,Other
University of Providence,,Providence,College
Providence,556,Providence,College
Providence College,556,Providence,College
Providence Classical Academy,,Providence Classical Academy,Other
Providence Day School,,Providence Day School,Other
Providence Sky Chiefs,,Providence Sky Chiefs,Other
Puget Sound,557,Puget Sound,College
Pulaski County High School,,Pulaski County High School,Other
Purcell Marian High School,,Purcell Marian High School,Other
Purdue,559,Purdue,College
Purdue University,559,Purdue,College
Purdue Fort Wayne,308,Purdue Fort Wayne,College
Purdue-Fort Wayne,308,Purdue Fort Wayne,College
Purdue Northwest,30222,Purdue Northwest,College
Putnam City High School,,Putnam City High School,Other
Putnam City West High School,,Putnam City West High School,Other
Putnam Science Academy,,Putnam Science Academy,Other
Quakertown High School,,Quakertown High School,Other
Queen Anne School,,Queen Anne School,Other
Queens,560,Queens,College
Queens (NC),11504,Queens (NC),College
Queens University of Charlotte,11504,Queens (NC),College
Queens (NY),560,Queens (NY),College
Queensborough Community College,,Queensborough CC,Community College
Quincy,561,Quincy,College
Quincy University,561,Quincy,College
Quinnipiac,562,Quinnipiac,College
Quivira Heights High School,,Quivira Heights High School,Other
Radford,563,Radford,College
Radford University,563,Radford,College
Radnicki Basketball Club,,Radnicki Basketball Club,Other
Ramapo College of New Jersey,564,Ramapo College of New Jersey,College
Ramona Convent Secondary School,,Ramona Convent Secondary School,Other
Ramsay High School,,Ramsay High School,Other
Rancocas Valley Regional High School,,Rancocas Valley Regional High School,Other
Randall University,,Randall University,College
Randolph,566,Randolph,College
Randolph College,566,Randolph College,College
Randolph Travel Basketball,,Randolph Travel Basketball,Other
Randolph-Macon,565,Randolph-Macon,College
Randolph-Macon College,565,Randolph-Macon College,College
Ranger College,,Ranger College,Community College
Raptors 905,,Raptors 905,Other
Red Raider Club,,Red Raider Club,Other
Redlands,567,Redlands,College
Redline Athletics,,Redline Athletics,Other
Reeths-Puffer High School,,Reeths-Puffer High School,Other
Regent Park Academy,,Regent Park Academy,Other
Regina Dominican High School,,Regina Dominican High School,Other
Regis,568,Regis,College
Regis University,568,Regis,College
Regis College,569,Regis College,College
Regis Jesuit High School,,Regis Jesuit High School,Other
Rend Lake College,,Rend Lake College,Community College
Reno Big Horns,,Reno Big Horns,Other
Rensselaer Polytechnic Institute,570,Rensselaer Polytechnic Institute,College
Rhea County High School,,Rhea County High School,Other
Rhode Island,572,Rhode Island,College
University of Rhode Island,572,Rhode Island,College
Rhode Island Basketball Club,,Rhode Island Basketball Club,Other
Rhode Island Breakers,,Rhode Island Breakers,Other
Rhode Island College,571,Rhode Island College,College
Rhodes,573,Rhodes,College
Rhodes College,573,Rhodes College,College
Rice,574,Rice,College
Rice University,574,Rice,College
Rich Central High School,,Rich Central High School,Other
Richfield High School,,Richfield High School,Other
Richmond,575,Richmond,College
University of Richmond,575,Richmond,College
Richmond/Philadelphia Rage,,Richmond/Philadelphia Rage,Other
Rider,576,Rider,College
Rider University,576,Rider,College
Ridge School of Montgomery County,,Ridge School of Montgomery County,Other
Ridge View High School,,Ridge View High School,Other
Ridgewood High School,,Ridgewood High School,Other
Rio Grande Valley Jr. Vipers,,Rio Grande Valley Jr. Vipers,Other
Ripon,577,Ripon,College
RISE Academy Prep School,,RISE Academy Prep School,Other
River Oaks School,,River Oaks School,Other
River Ridge High School,,River Ridge High School,Other
Riverdale Academy,,Riverdale Academy,Other
Riverdale Baptist High School,,Riverdale Baptist High School,Other
Roane State Community College,,Roane State Community College,Community College
Roanoke College,578,Roanoke College,College
Robert B. Glenn High School,,Robert B. Glenn High School,Other
Robert Morris,579,Robert Morris,College
Robert Morris University,579,Robert Morris,College
Robichaud High School,,Robichaud High School,Other
University of Rochester,581,Rochester,College
Rochester,581,Rochester,College
Rock Bridge High School,,Rock Bridge High School,Other
Rock Valley College,,Rock Valley College,Community College
Rockford,582,Rockford,College
Rockford East High School,,Rockford East High School,Other
Rockford University,582,Rockford University,College
Rockhurst,1328,Rockhurst,College
Rocky Mountain College,,Rocky Mountain College,College
Rocky River High School,,Rocky River High School,Other
Roger Mason Basketball Camp,,Roger Mason Basketball Camp,Other
Roger Williams,583,Roger Williams,College
Rogers High School,,Rogers High School,Other
Rogers St.,30180,Rogers St.,College
Rogers State,30180,Rogers State,College
Rogers State University,30180,Rogers State,College
Rollins,584,Rollins,College
Rome Braves,,Rome Braves,Other
Romulus High School,,Romulus High School,Other
Roosevelt,2807,Roosevelt,College
Roosevelt High School,,Roosevelt High School,Other
Roosevelt University,2807,Roosevelt University,College
Rose Basketball Club,,Rose Basketball Club,Other
Rose Hulman,585,Rose Hulman,College
Rose-Hulman,585,Rose-Hulman,College
Rosemont College,15882,Rosemont College,College
Rosemount High School,,Rosemount High School,Other
Roseville High School,,Roseville High School,Other
Rowan University,259,Rowan University,College
College of the Redwoods,,Rredwoods CC,Community College
Run The Show Basketball,,Run The Show Basketball,Other
Russell County High School,,Russell County High School,Other
Russell Sage College,,Russell Sage College,College
Russellville High School,,Russellville High School,Other
Rust College,,Rust College,College
Rutgers,587,Rutgers,College
Rutgers - Newark,589,Rutgers - Newark,College
S.C. Aiken,11276,S.C. Aiken,College
S&A Next Level Basketball,,S&A Next Level Basketball,Other
S3 Academy,,S3 Academy,Other
SA Finest,,SA Finest,Other
Sabadell BQ Valles,,Sabadell BQ Valles,Other
Sabino High,,Sabino High,Other
Sacramento Kings,,Sacramento Kings,Professional
Sacramento Kings/Sacramento Monarchs,,Sacramento Kings,Professional
Sacramento Monarchs,,Sacramento Monarchs,Professional
Sacramento State,102,Sacramento State,College
Sacre Coeur High School,,Sacre Coeur High School,Other
Sacred Heart,590,Sacred Heart,College
Sacred Heart Middle School,,Sacred Heart Middle School,Other
Sagemont High School,,Sagemont High School,Other
Saginaw Valley State,591,Saginaw Valley State,College
Saint Anselm,,Saint Anselm,College
Saint Anselm College,593,Saint Anselm College,College
Saint Anthony's High School,,Saint Anthony's High School,Other
Saint Augustine,,Saint Augustine,College
Saint Augustine's,,Saint Augustine,College
Saint Benedict,595,Saint Benedict,College
Saint Elizabeth University,,Saint Elizabeth University,College
Saint Francis,600,Saint Francis,College
Saint Francis University,600,Saint Francis,College
Saint Francis (PA),600,Saint Francis (PA),College
Saint Francis (Pa.),600,Saint Francis (PA),College
Saint Joseph's,606,Saint Joseph's,College
Saint Joseph's University,606,Saint Joseph's,College
Saint Joseph's (PA),606,Saint Joseph's ,College
Saint Joseph's College,,Saint Joseph's College (IN),College
Saint Leo,608,Saint Leo,College
Saint Leo University,608,Saint Leo,College
Saint Louis,609,Saint Louis,College
Saint Louis University,609,Saint Louis,College
Saint Martin's,1343,Saint Martin's,College
Saint Martin's University,1343,Saint Martin's,College
University of Saint Mary,,Saint Mary,College
Saint Mary-of-the-Woods,,Saint Mary-of-the-Woods,College
Saint Mary's,610,Saint Mary's,College
Saint Mary's College,610,Saint Mary's,College
Saint Mary's (CA),610,Saint Mary's ,College
Saint Mary's College of California,610,Saint Mary's ,College
Saint Mary's University,612,Saint Mary's University,College
Saint Michael's,613,Saint Michael's,College
Saint Viator High School,,Saint Viator High School,Other
Salem College,30041,Salem (NC),College
Salem Academy,,Salem Academy,Other
Salem High School,,Salem High School,Other
Salem International University,19117,Salem International ,College
Salem State University,621,Salem State,College
Salem University,19117,Salem University,College
Salina South High School,,Salina South High School,Other
Salisbury,622,Salisbury,College
Salisbury University,622,Salisbury ,College
Salomon Smith Barney,,Salomon Smith Barney,Other
Sam Houston High School,,Sam Houston High School,Other
Sam Houston State,624,Sam Houston State,College
Samford,625,Samford,College
Samford University,625,Samford ,College
San Antonio Finest,,San Antonio Finest,Other
San Antonio Prep,,San Antonio Prep,Other
San Antonio Reagan High School,,San Antonio Reagan High School,Other
San Antonio Silver Stars,,San Antonio Silver Stars,Other
San Antonio Spurs,,San Antonio Spurs,Professional
San Antonio Stars,,San Antonio Stars,Professional
San Diego,627,San Diego,College
University of San Diego,627,San Diego,College
San Diego Bulldogs Youth Club,,San Diego Bulldogs Youth Club,Other
San Diego City College,,San Diego City ,Community College
San Diego State,626,San Diego State,College
San Diego State University,626,San Diego State ,College
San Francisco,629,San Francisco,College
University of San Francisco,629,San Francisco,College
San Francisco 49ers,,San Francisco 49ers,Professional
San Francisco State,628,San Francisco State,College
San Francisco State University,628,San Francisco State ,College
San Jacinto College North,,San Jacinto College North,Community College
San Joaquin Delta College,,San Joaquin Delta ,Community College
San Joaquin Delta Junior College,,San Joaquin Delta Junior College,Community College
San Jose City College,,San Jose City ,Community College
San Jose Spiders,,San Jose Spiders,Other
San Jose State,630,San Jose State,College
San José State,630,San Jose State,College
San Luis Obispo HS,,San Luis Obispo HS,Other
Sand Creek High School,,Sand Creek High School,Other
Sant Pere,,Sant Pere,Other
Santa Clara,631,Santa Clara,College
Santa Clara University,631,Santa Clara,College
Santa Fe College,,Santa Fe CC,Community College
Santa Fe Community College,,Santa Fe CC,Community College
Santa Margarita Catholic High School,,Santa Margarita Catholic High School,Other
Santa Margarita High School,,Santa Margarita High School,Other
Santa Monica High School,,Santa Monica High School,Other
Santa Rosa Junior College,,Santa Rosa JC,Community College
Santiam Christian High School,,Santiam Christian High School,Other
Sarah Lawrence College,30163,Sarah Lawrence ,College
Sauk Valley Community College,,Sauk Valley CC,Community College
Savannah College of Art and Design,,Savannah College of Art and Design,College
Savannah High School,,Savannah High School,Other
Savannah State,632,Savannah State,College
Scholarship Prep Charter School,,Scholarship Prep Charter School,Other
School of the Arts,,School of the Arts,Other
Schreiner University,1355,Schreiner ,College
Score More Athletic Club,,Score More Athletic Club,Other
Scottsdale Community College,,Scottsdale Community College,Community College
Scotty Pippen Jr.'s Basketball Camp,,Scotty Pippen Jr.'s Basketball Camp,Other
Scranton,633,Scranton,College
SCU San Marcos,30198,SCU San Marcos,College
Seaman High School,,Seaman High School,Other
Searcy High School,,Searcy High School,Other
Seattle,1356,Seattle,College
Seattle U,1356,Seattle ,College
Seattle University,1356,Seattle ,College
Seattle Pacific,634,Seattle Pacific,College
Seattle Pacific University,634,Seattle Pacific,College
Seattle Storm,,Seattle Storm,Professional
Seguin High School,,Seguin High School,Other
Sehome High School,,Sehome High School,Other
Seminole Community College,,Seminole Community College,Community College
Seminole Osceola High School,,Seminole Osceola High School,Other
Seminole State,,Seminole State,Community College
Seminole State College,,Seminole State College,Community College
SEMO,654,SEMO,College
Serbian National Team,,Serbian National Team,Other
Serbian U20 Women's National Team,,Serbian U20 Women's National Team,Other
Serbian Women's Senior National Team,,Serbian Women's Senior National Team,Other
Seton Catholic High School,,Seton Catholic High School,Other
Seton Hall,635,Seton Hall,College
Seton Hall University,635,Seton Hall University,College
Seton Hill,30063,Seton Hill,College
Seton Hill University,30063,Seton Hill University,College
Sewanee,652,Sewanee,College
Seward County CC,,Seward County CC,Community College
Seward County Community College,,Seward County CC,Community College
Seymour,,Seymour,Other
Sferic,,Sferic,Other
Shallowater,,Shallowater,Other
Sharp Academy,,Sharp Academy,Other
Shaw,636,Shaw,College
Shaw University,636,Shaw,College
Shawnee Community College,,Shawnee Community College,Community College
Sheboygan Falls High School,,Sheboygan Falls High School,Other
Shelbyville Central High School,,Shelbyville Central High School,Other
Shelbyville Central HS,,Shelbyville Central HS,Other
Shelton State Community College,,Shelton State CC,Community College
Shepherd College,10870,Shepherd,College
Shepherd,10870,Shepherd,College
Shepherd High School,,Shepherd High School,Other
Shepherd University,10870,Shepherd University,College
Sheridan,,Sheridan,Community College
Sherwood Cass R-VIII,,Sherwood Cass R-VIII,Other
Shiga Lakestars,,Shiga Lakestars,Other
Shippensburg University,638,Shippensburg University,College
Shoreline Community College,,Shoreline Community College,Community College
Shorter,30151,Shorter,College
Shorter University,30151,Shorter,College
Showcase Basketball,,Showcase Basketball,Other
Sicilia Women's Basketball Team,,Sicilia Women's Basketball Team,Other
Siena,639,Siena,College
Siena Heights University,,Siena Heights,College
Siena Heights,,Siena Heights,Other
Silver Creek Central School District,,Silver Creek Central School District,Other
Simon Fraser,30127,Simon Fraser,College
Simon Kenton,,Simon Kenton,Other
Simon Kenton High School,,Simon Kenton High School,Other
Simpson College,641,Simpson College,College
Sinclair Community College,,Sinclair CC,Community College
Sioux City East Middle School,,Sioux City East Middle School,Other
Sioux Falls,30128,Sioux Falls,College
University of Sioux Falls,30128,Sioux Falls,College
Sioux Falls Lincoln High School,,Sioux Falls Lincoln High School,Other
Siouxland Sports Academy,,Siouxland Sports Academy,Other
SIPP Select Basketball Club,,SIPP Select Basketball Club,Other
Sisseton Wahpeton College,,Sisseton Wahpeton College,College
SIU Carbondale,,SIU Carbondale,College
SIU Edwardsville,660,SIU Edwardsville,College
