Conference,Team,Season,Away,Home,Neutral,Diff
Big Sky WBB,Montana State,2019-2020,17.071428571428573,16.705882352941178,NA,-0.36554621848739544
Big Sky WBB,Montana State,2020-2021,19,20.272727272727273,NA,1.2727272727272734
Big Sky WBB,Montana State,2021-2022,18.6875,16,NA,-2.6875
Big Sky WBB,Montana State,2022-2023,16.23076923076923,18.214285714285715,20,1.9835164835164854
Big Sky WBB,Montana State,2023-2024,17.363636363636363,16.7,15.5,-0.663636363636364
Big Sky WBB,North Dakota,2017-2018,18.8125,19.785714285714285,NA,0.9732142857142847
Big Sky WBB,Northern Arizona,2017-2018,17.714285714285715,16.25,NA,-1.4642857142857153
Big Sky WBB,Northern Arizona,2018-2019,16.176470588235293,17.142857142857142,NA,0.9663865546218489
Big Sky WBB,Northern Arizona,2019-2020,16.38888888888889,18.153846153846153,NA,1.764957264957264
Big Sky WBB,Northern Arizona,2020-2021,16.4,16.76923076923077,16,0.36923076923077147
Big Sky WBB,Northern Arizona,2021-2022,17.571428571428573,18.529411764705884,NA,0.9579831932773111
Big Sky WBB,Northern Arizona,2022-2023,19.529411764705884,17,21.666666666666668,-2.529411764705884
Big Sky WBB,Northern Arizona,2023-2024,18.636363636363637,18.666666666666668,21.5,0.030303030303031164
Big Sky WBB,Northern Colorado,2017-2018,17.071428571428573,13.277777777777779,20,-3.7936507936507944
Big Sky WBB,Northern Colorado,2018-2019,17.176470588235293,15.066666666666666,NA,-2.109803921568627
Big Sky WBB,Northern Colorado,2019-2020,18.529411764705884,18.428571428571427,NA,-0.10084033613445698
Big Sky WBB,Northern Colorado,2020-2021,16.333333333333332,16.571428571428573,NA,0.2380952380952408
Big Sky WBB,Northern Colorado,2021-2022,15.823529411764707,14.5,NA,-1.3235294117647065
Big Sky WBB,Northern Colorado,2022-2023,14,14.785714285714286,13.5,0.7857142857142865
Big Sky WBB,Northern Colorado,2023-2024,15.818181818181818,15.333333333333334,NA,-0.4848484848484844
Big Sky WBB,Portland State,2017-2018,16,14.461538461538462,NA,-1.5384615384615383
Big Sky WBB,Portland State,2018-2019,15.285714285714286,14.421052631578947,NA,-0.8646616541353396
Big Sky WBB,Portland State,2019-2020,15.3125,14.875,NA,-0.4375
Big Sky WBB,Portland State,2020-2021,14.818181818181818,15.428571428571429,NA,0.6103896103896105
Big Sky WBB,Portland State,2021-2022,15.642857142857142,14.733333333333333,NA,-0.9095238095238098
Big Sky WBB,Portland State,2022-2023,15.384615384615385,14.066666666666666,12.333333333333334,-1.3179487179487186
Big Sky WBB,Portland State,2023-2024,14.636363636363637,16.4,NA,1.763636363636362
Big Sky WBB,Sacramento State,2017-2018,19.333333333333332,20.25,NA,0.9166666666666679
Big Sky WBB,Sacramento State,2018-2019,19.615384615384617,20.25,NA,0.6346153846153832
Big Sky WBB,Sacramento State,2019-2020,20.705882352941178,16.384615384615383,NA,-4.321266968325794
Big Sky WBB,Sacramento State,2020-2021,17.25,14.461538461538462,NA,-2.7884615384615383
Big Sky WBB,Sacramento State,2021-2022,15.066666666666666,15.066666666666666,NA,0
Big Sky WBB,Sacramento State,2022-2023,15.733333333333333,17.307692307692307,15.8,1.574358974358974
Big Sky WBB,Sacramento State,2023-2024,15,16.666666666666668,NA,1.6666666666666679
Big Sky WBB,Southern Utah,2017-2018,16.6875,17.571428571428573,NA,0.883928571428573
Big Sky WBB,Southern Utah,2018-2019,14.117647058823529,14.857142857142858,NA,0.7394957983193287
Big Sky WBB,Southern Utah,2019-2020,17.2,15.5625,NA,-1.6374999999999993
Big Sky WBB,Southern Utah,2020-2021,17.6,17.1,NA,-0.5
Big Sky WBB,Southern Utah,2021-2022,14.666666666666666,14.333333333333334,NA,-0.33333333333333215
Big Sky WBB,Weber State,2017-2018,17.266666666666666,14.823529411764707,NA,-2.443137254901959
Big Sky WBB,Weber State,2018-2019,16.470588235294116,16.357142857142858,NA,-0.11344537815125832
Big Sky WBB,Weber State,2019-2020,18.444444444444443,17.166666666666668,NA,-1.277777777777775
Big Sky WBB,Weber State,2020-2021,17.53846153846154,17.88888888888889,NA,0.3504273504273492
Big Sky WBB,Weber State,2021-2022,18,19.666666666666668,NA,1.6666666666666679
Big Sky WBB,Weber State,2022-2023,22.933333333333334,20.214285714285715,20.5,-2.7190476190476183
Big Sky WBB,Weber State,2023-2024,15.142857142857142,14.875,16,-0.26785714285714235
Big South WBB,Campbell,2017-2018,16.6,15.466666666666667,NA,-1.1333333333333346
Big South WBB,Campbell,2018-2019,18.235294117647058,15.578947368421053,NA,-2.656346749226005
Big South WBB,Campbell,2019-2020,16.333333333333332,15.071428571428571,NA,-1.261904761904761
Big South WBB,Campbell,2020-2021,14.090909090909092,16.083333333333332,NA,1.9924242424242404
Big South WBB,Campbell,2021-2022,15.23076923076923,14.444444444444445,NA,-0.7863247863247853
Big South WBB,Campbell,2022-2023,15.692307692307692,14.214285714285714,19,-1.478021978021978
Big South WBB,Charleston Southern,2017-2018,18.571428571428573,18.875,NA,0.30357142857142705
Big South WBB,Charleston Southern,2018-2019,19.625,18.8125,NA,-0.8125
Big South WBB,Charleston Southern,2019-2020,15.142857142857142,17.375,NA,2.2321428571428577
Big South WBB,Charleston Southern,2020-2021,14.636363636363637,15.583333333333334,NA,0.9469696969696972
Big South WBB,Charleston Southern,2021-2022,17.642857142857142,17.4,NA,-0.24285714285714377
Big South WBB,Charleston Southern,2022-2023,18.533333333333335,18.428571428571427,18,-0.10476190476190794
Big South WBB,Charleston Southern,2023-2024,17.272727272727273,17.272727272727273,NA,0
Big South WBB,Gardner-Webb,2017-2018,15.142857142857142,16,NA,0.8571428571428577
Big South WBB,Gardner-Webb,2018-2019,21.5,19.8,NA,-1.6999999999999993
Big South WBB,Gardner-Webb,2019-2020,19.2,19.428571428571427,NA,0.22857142857142776
Big South WBB,Gardner-Webb,2020-2021,20,19.7,NA,-0.3000000000000007
Big South WBB,Gardner-Webb,2021-2022,19.38888888888889,18.923076923076923,NA,-0.46581196581196593
Big South WBB,Gardner-Webb,2022-2023,19.5,19.53846153846154,19.8,0.0384615384615401
Big South WBB,Gardner-Webb,2023-2024,18.833333333333332,21.22222222222222,NA,2.3888888888888893
Big South WBB,Hampton,2018-2019,18.333333333333332,18.666666666666668,NA,0.3333333333333357
Big South WBB,Hampton,2019-2020,18.333333333333332,17.642857142857142,NA,-0.6904761904761898
Big South WBB,Hampton,2020-2021,18.142857142857142,20.5,NA,2.3571428571428577
Big South WBB,Hampton,2021-2022,19.533333333333335,15.5,NA,-4.033333333333335
Big South WBB,High Point,2017-2018,20.75,20.866666666666667,NA,0.11666666666666714
Big South WBB,High Point,2018-2019,23.333333333333332,20.25,NA,-3.083333333333332
Big South WBB,High Point,2019-2020,21.5,16.846153846153847,NA,-4.653846153846153
Big South WBB,High Point,2020-2021,16.272727272727273,16.529411764705884,19,0.25668449197861065
Big South WBB,High Point,2021-2022,16.6,15.8125,NA,-0.7875000000000014
Big South WBB,High Point,2022-2023,15.538461538461538,15.571428571428571,15.6,0.03296703296703285
Big South WBB,High Point,2023-2024,15.125,18.272727272727273,20,3.1477272727272734
Big South WBB,Liberty,2017-2018,18.22222222222222,18.4375,NA,0.21527777777777857
Big South WBB,Longwood,2017-2018,19.875,19.214285714285715,NA,-0.6607142857142847
Big South WBB,Longwood,2018-2019,17.125,19.357142857142858,NA,2.2321428571428577
Big South WBB,Longwood,2019-2020,19.666666666666668,19.4,NA,-0.26666666666666927
Big South WBB,Longwood,2020-2021,17.818181818181817,19,NA,1.1818181818181834
Big South WBB,Longwood,2021-2022,18.444444444444443,17.5,NA,-0.9444444444444429
Big South WBB,Longwood,2022-2023,19.733333333333334,16.071428571428573,15,-3.6619047619047613
Big South WBB,Longwood,2023-2024,17,14.88888888888889,NA,-2.1111111111111107
Big South WBB,North Carolina A&T,2021-2022,17.214285714285715,13.8,NA,-3.4142857142857146
Big South WBB,Presbyterian,2017-2018,15,16.692307692307693,NA,1.6923076923076934
Big South WBB,Presbyterian,2018-2019,16.68421052631579,18.916666666666668,NA,2.2324561403508767
Big South WBB,Presbyterian,2019-2020,18.5,17.285714285714285,NA,-1.2142857142857153
Big South WBB,Presbyterian,2020-2021,16.384615384615383,13.875,NA,-2.5096153846153832
Big South WBB,Presbyterian,2021-2022,14.875,15.357142857142858,NA,0.48214285714285765
Big South WBB,Presbyterian,2022-2023,17.4,14.571428571428571,18,-2.8285714285714274
Big South WBB,Presbyterian,2023-2024,12.909090909090908,15.545454545454545,15.5,2.6363636363636367
Big South WBB,Radford,2017-2018,13.941176470588236,13.6875,NA,-0.2536764705882355
Big South WBB,Radford,2018-2019,13.8,13.166666666666666,NA,-0.6333333333333346
Big South WBB,Radford,2019-2020,16.58823529411765,15.25,NA,-1.3382352941176485
Big South WBB,Radford,2020-2021,17.1,15.8,NA,-1.3000000000000007
Big South WBB,Radford,2021-2022,18.941176470588236,17.384615384615383,NA,-1.5565610859728523
Big South WBB,Radford,2022-2023,17.466666666666665,14.285714285714286,17.5,-3.1809523809523785
Big South WBB,Radford,2023-2024,17.181818181818183,14.8,11.5,-2.3818181818181827
Big South WBB,South Carolina Upstate,2018-2019,15.61111111111111,15.916666666666666,NA,0.30555555555555536
Big South WBB,South Carolina Upstate,2019-2020,15.6,15.2,NA,-0.40000000000000036
Big South WBB,South Carolina Upstate,2020-2021,15.571428571428571,15.11111111111111,NA,-0.46031746031746046
Big South WBB,South Carolina Upstate,2021-2022,14.466666666666667,17,NA,2.533333333333333
Big South WBB,South Carolina Upstate,2022-2023,16.357142857142858,16,19,-0.35714285714285765
Big South WBB,South Carolina Upstate,2023-2024,17.75,17.375,17.5,-0.375
Big South WBB,UNC Asheville,2017-2018,17.125,15.705882352941176,NA,-1.4191176470588243
Big South WBB,UNC Asheville,2018-2019,17,16.5625,NA,-0.4375
Big South WBB,UNC Asheville,2019-2020,15.785714285714286,14.75,NA,-1.0357142857142865
Big South WBB,UNC Asheville,2020-2021,18.615384615384617,15.916666666666666,NA,-2.6987179487179507
Big South WBB,UNC Asheville,2021-2022,17,17.53846153846154,NA,0.5384615384615401
Big South WBB,UNC Asheville,2022-2023,18.153846153846153,16.875,18,-1.2788461538461533
Big South WBB,UNC Asheville,2023-2024,20.4,16.1,15,-4.299999999999997
Big South WBB,Winthrop,2017-2018,15.9375,16.928571428571427,NA,0.991071428571427
Big South WBB,Winthrop,2018-2019,16.8125,15.5,NA,-1.3125
Big South WBB,Winthrop,2019-2020,16.133333333333333,17.133333333333333,NA,1
Big South WBB,Winthrop,2020-2021,15.785714285714286,16,NA,0.21428571428571352
Big South WBB,Winthrop,2021-2022,16.0625,16.142857142857142,NA,0.08035714285714235
Big South WBB,Winthrop,2022-2023,15,15.846153846153847,19.5,0.8461538461538467
Big South WBB,Winthrop,2023-2024,19.11111111111111,16.272727272727273,15.5,-2.8383838383838373
Big Ten WBB,Illinois,2017-2018,18.214285714285715,18.58823529411765,NA,0.3739495798319332
Big Ten WBB,Illinois,2018-2019,18.916666666666668,16.055555555555557,NA,-2.8611111111111107
Big Ten WBB,Illinois,2019-2020,17.583333333333332,15.944444444444445,NA,-1.6388888888888875
Big Ten WBB,Illinois,2020-2021,18,17.333333333333332,NA,-0.6666666666666679
Big Ten WBB,Illinois,2021-2022,16.363636363636363,14.625,NA,-1.7386363636363633
Big Ten WBB,Illinois,2022-2023,16.416666666666668,16.533333333333335,17,0.11666666666666714
Big Ten WBB,Illinois,2023-2024,16.5,13.545454545454545,18.333333333333332,-2.954545454545455
Big Ten WBB,Indiana,2017-2018,17.615384615384617,16.708333333333332,NA,-0.9070512820512846
Big Ten WBB,Indiana,2018-2019,17.833333333333332,17.625,NA,-0.20833333333333215
Big Ten WBB,Indiana,2019-2020,16.928571428571427,16.72222222222222,NA,-0.20634920634920562
Big Ten WBB,Indiana,2020-2021,15.7,15.846153846153847,12.25,0.1461538461538474
Big Ten WBB,Indiana,2021-2022,15.933333333333334,14.777777777777779,NA,-1.155555555555555
Big Ten WBB,Indiana,2022-2023,17.1,14.666666666666666,20.75,-2.4333333333333353
Big Ten WBB,Indiana,2023-2024,14.714285714285714,15.181818181818182,17,0.46753246753246813
Big Ten WBB,Iowa,2017-2018,13.461538461538462,12.61111111111111,20,-0.850427350427351
Big Ten WBB,Iowa,2018-2019,15.642857142857142,12.363636363636363,NA,-3.279220779220779
Big Ten WBB,Iowa,2019-2020,16.5,13.944444444444445,NA,-2.5555555555555554
Big Ten WBB,Iowa,2020-2021,17.666666666666668,14.733333333333333,11,-2.9333333333333353
Big Ten WBB,Iowa,2021-2022,16.5,14.95,NA,-1.5500000000000007
Big Ten WBB,Iowa,2022-2023,16.181818181818183,14,16.11111111111111,-2.1818181818181834
Big Ten WBB,Iowa,2023-2024,16.75,13.3,14.8,-3.4499999999999993
Big Ten WBB,Maryland,2017-2018,16.3125,15.117647058823529,18,-1.194852941176471
Big Ten WBB,Maryland,2018-2019,16.384615384615383,15.857142857142858,NA,-0.5274725274725256
Big Ten WBB,Maryland,2019-2020,19.307692307692307,14.894736842105264,NA,-4.412955465587043
Big Ten WBB,Maryland,2020-2021,17.416666666666668,14.357142857142858,15.666666666666666,-3.05952380952381
Big Ten WBB,Maryland,2021-2022,17.923076923076923,13.526315789473685,NA,-4.396761133603238
Big Ten WBB,Maryland,2022-2023,18.23076923076923,15.466666666666667,17.857142857142858,-2.764102564102563
Big Ten WBB,Maryland,2023-2024,20.857142857142858,15.583333333333334,17.333333333333332,-5.273809523809524
Big Ten WBB,Michigan,2017-2018,16.142857142857142,14.833333333333334,16,-1.3095238095238084
Big Ten WBB,Michigan,2018-2019,18.166666666666668,15.75,NA,-2.416666666666668
Big Ten WBB,Michigan,2019-2020,17,15.117647058823529,NA,-1.882352941176471
Big Ten WBB,Michigan,2020-2021,18.125,16.363636363636363,14.333333333333334,-1.7613636363636367
Big Ten WBB,Michigan,2021-2022,16.5,15.1,NA,-1.4000000000000004
Big Ten WBB,Michigan,2022-2023,15.5,14.642857142857142,13.857142857142858,-0.8571428571428577
Big Ten WBB,Michigan,2023-2024,20.5,16.09090909090909,16.25,-4.40909090909091
Big Ten WBB,Michigan State,2017-2018,20.9375,17.235294117647058,NA,-3.702205882352942
Big Ten WBB,Michigan State,2018-2019,18.625,17.41176470588235,NA,-1.2132352941176485
Big Ten WBB,Michigan State,2019-2020,21.166666666666668,20.055555555555557,NA,-1.1111111111111107
Big Ten WBB,Michigan State,2020-2021,18.333333333333332,17.714285714285715,25,-0.6190476190476168
Big Ten WBB,Michigan State,2021-2022,17.307692307692307,16.235294117647058,NA,-1.0723981900452486
Big Ten WBB,Michigan State,2022-2023,18.88888888888889,17.764705882352942,20.75,-1.1241830065359473
Big Ten WBB,Michigan State,2023-2024,18.166666666666668,16.363636363636363,17.5,-1.8030303030303045
Big Ten WBB,Minnesota,2017-2018,17.6,16.058823529411764,14,-1.541176470588237
Big Ten WBB,Minnesota,2018-2019,16.583333333333332,14.95,NA,-1.6333333333333329
Big Ten WBB,Minnesota,2019-2020,16.923076923076923,16.5,NA,-0.42307692307692335
Big Ten WBB,Minnesota,2020-2021,16,16.272727272727273,NA,0.2727272727272734
Big Ten WBB,Minnesota,2021-2022,17.133333333333333,15.666666666666666,NA,-1.4666666666666668
Big Ten WBB,Minnesota,2022-2023,18.181818181818183,17.529411764705884,18,-0.6524064171122994
Big Ten WBB,Minnesota,2023-2024,15.333333333333334,12.333333333333334,NA,-3
Big Ten WBB,Nebraska,2017-2018,18.76923076923077,16.055555555555557,21,-2.713675213675213
Big Ten WBB,Nebraska,2018-2019,19.466666666666665,16.733333333333334,NA,-2.7333333333333307
Big Ten WBB,Nebraska,2019-2020,18,14.38888888888889,NA,-3.6111111111111107
Big Ten WBB,Nebraska,2020-2021,16.384615384615383,15.153846153846153,NA,-1.23076923076923
Big Ten WBB,Nebraska,2021-2022,17.357142857142858,15.736842105263158,NA,-1.6203007518797001
Big Ten WBB,Nebraska,2022-2023,18.23076923076923,15.176470588235293,18,-3.0542986425339365
Big Ten WBB,Nebraska,2023-2024,19.285714285714285,15.615384615384615,19.5,-3.6703296703296697
Big Ten WBB,Northwestern,2017-2018,14.928571428571429,15.11111111111111,NA,0.1825396825396819
Big Ten WBB,Northwestern,2018-2019,15.529411764705882,13.789473684210526,NA,-1.7399380804953566
Big Ten WBB,Northwestern,2019-2020,14.666666666666666,13.61111111111111,NA,-1.0555555555555554
Big Ten WBB,Northwestern,2020-2021,15.6,15.76923076923077,16,0.1692307692307704
Big Ten WBB,Northwestern,2021-2022,17.142857142857142,16.2,NA,-0.9428571428571431
Big Ten WBB,Northwestern,2022-2023,19.083333333333332,18.647058823529413,20,-0.43627450980391913
Big Ten WBB,Northwestern,2023-2024,15.5,19.363636363636363,14,3.8636363636363633
Big Ten WBB,Ohio State,2017-2018,15.846153846153847,14.227272727272727,NA,-1.61888111888112
Big Ten WBB,Ohio State,2018-2019,17.166666666666668,18.176470588235293,NA,1.0098039215686256
Big Ten WBB,Ohio State,2019-2020,17,15.941176470588236,NA,-1.0588235294117645
Big Ten WBB,Ohio State,2020-2021,18.11111111111111,18.636363636363637,NA,0.525252525252526
Big Ten WBB,Ohio State,2021-2022,18.076923076923077,15.578947368421053,NA,-2.4979757085020236
Big Ten WBB,Ohio State,2022-2023,18.5,16.176470588235293,20.571428571428573,-2.3235294117647065
Big Ten WBB,Ohio State,2023-2024,17.5,16.916666666666668,20.666666666666668,-0.5833333333333321
Big Ten WBB,Penn State,2017-2018,17.866666666666667,14.529411764705882,NA,-3.337254901960785
Big Ten WBB,Penn State,2018-2019,19.181818181818183,17.57894736842105,NA,-1.602870813397132
Big Ten WBB,Penn State,2019-2020,17.928571428571427,16.75,NA,-1.178571428571427
Big Ten WBB,Penn State,2020-2021,15.090909090909092,15.76923076923077,NA,0.6783216783216783
Big Ten WBB,Penn State,2021-2022,16.357142857142858,15.4,NA,-0.9571428571428573
Big Ten WBB,Penn State,2022-2023,21.3,15.823529411764707,18.25,-5.476470588235294
Big Ten WBB,Penn State,2023-2024,20.714285714285715,18.46153846153846,23,-2.2527472527472554
Big Ten WBB,Purdue,2017-2018,14,12.722222222222221,NA,-1.2777777777777786
Big Ten WBB,Purdue,2018-2019,15.466666666666667,14.947368421052632,NA,-0.5192982456140349
Big Ten WBB,Purdue,2019-2020,14.352941176470589,14.866666666666667,NA,0.5137254901960784
Big Ten WBB,Purdue,2020-2021,15.88888888888889,16.571428571428573,NA,0.6825396825396837
Big Ten WBB,Purdue,2021-2022,18.357142857142858,17.11111111111111,NA,-1.246031746031747
Big Ten WBB,Purdue,2022-2023,16,16,17.333333333333332,0
Big Ten WBB,Purdue,2023-2024,15.375,16.181818181818183,14,0.8068181818181834
Big Ten WBB,Rutgers,2017-2018,20.066666666666666,16.176470588235293,NA,-3.890196078431373
Big Ten WBB,Rutgers,2018-2019,20.76923076923077,18.57894736842105,NA,-2.1902834008097187
Big Ten WBB,Rutgers,2019-2020,20.615384615384617,16.11111111111111,NA,-4.504273504273506
Big Ten WBB,Rutgers,2020-2021,16.142857142857142,16.636363636363637,18,0.49350649350649434
Big Ten WBB,Rutgers,2021-2022,16.857142857142858,17.058823529411764,NA,0.20168067226890685
Big Ten WBB,Rutgers,2022-2023,19,15.235294117647058,17,-3.764705882352942
Big Ten WBB,Rutgers,2023-2024,19.5,17.857142857142858,24.5,-1.6428571428571423
Big Ten WBB,Wisconsin,2017-2018,17.5,15.0625,NA,-2.4375
Big Ten WBB,Wisconsin,2018-2019,17.666666666666668,14.777777777777779,NA,-2.8888888888888893
Big Ten WBB,Wisconsin,2019-2020,14,14.176470588235293,NA,0.1764705882352935
Big Ten WBB,Wisconsin,2020-2021,15.181818181818182,17.923076923076923,NA,2.7412587412587417
Big Ten WBB,Wisconsin,2021-2022,15.5,15.352941176470589,NA,-0.14705882352941124
Big Ten WBB,Wisconsin,2022-2023,17.166666666666668,14.571428571428571,20,-2.5952380952380967
Big Ten WBB,Wisconsin,2023-2024,14.571428571428571,15.545454545454545,20,0.9740259740259738
Big West WBB,Cal Poly,2017-2018,23.733333333333334,19,NA,-4.733333333333334
Big West WBB,Cal Poly,2018-2019,19.571428571428573,19.76923076923077,NA,0.1978021978021971
Big West WBB,Cal Poly,2019-2020,16.8,16.571428571428573,NA,-0.22857142857142776
Big West WBB,Cal Poly,2020-2021,18.692307692307693,18.454545454545453,NA,-0.23776223776224015
Big West WBB,Cal Poly,2021-2022,19.7,17.933333333333334,NA,-1.7666666666666657
Big West WBB,Cal Poly,2022-2023,17.416666666666668,19.066666666666666,24,1.6499999999999986
Big West WBB,Cal Poly,2023-2024,19.285714285714285,19.333333333333332,NA,0.04761904761904745
Big West WBB,Cal State Bakersfield,2020-2021,16.714285714285715,17.454545454545453,NA,0.740259740259738
Big West WBB,Cal State Bakersfield,2021-2022,17.916666666666668,18.76923076923077,NA,0.8525641025641022
Big West WBB,Cal State Bakersfield,2022-2023,18.75,20.583333333333332,23.333333333333332,1.8333333333333321
Big West WBB,Cal State Bakersfield,2023-2024,19,14,16,-5
Big West WBB,Cal State Fullerton,2017-2018,15.666666666666666,16.571428571428573,NA,0.9047619047619069
Big West WBB,Cal State Fullerton,2018-2019,14,14.5,NA,0.5
Big West WBB,Cal State Fullerton,2019-2020,14.8125,15.466666666666667,NA,0.6541666666666668
Big West WBB,Cal State Fullerton,2020-2021,16,16.727272727272727,NA,0.7272727272727266
Big West WBB,Cal State Fullerton,2021-2022,18.428571428571427,16.266666666666666,NA,-2.1619047619047613
Big West WBB,Cal State Fullerton,2022-2023,16.066666666666666,12.714285714285714,24,-3.352380952380953
Big West WBB,Cal State Fullerton,2023-2024,15.6,15.5,12.5,-0.09999999999999964
Big West WBB,Cal State Northridge,2017-2018,14.3125,14.5,NA,0.1875
Big West WBB,Cal State Northridge,2018-2019,14.5625,13.533333333333333,NA,-1.0291666666666668
Big West WBB,Cal State Northridge,2019-2020,16.266666666666666,16.25,NA,-0.01666666666666572
Big West WBB,Cal State Northridge,2021-2022,17.866666666666667,19,NA,1.1333333333333329
Big West WBB,Cal State Northridge,2022-2023,21.375,20,20,-1.375
Big West WBB,Cal State Northridge,2023-2024,16.11111111111111,17.583333333333332,NA,1.4722222222222214
Big West WBB,Hawaii,2017-2018,18.307692307692307,16.529411764705884,NA,-1.7782805429864226
Big West WBB,Hawaii,2018-2019,16.4,18.11764705882353,NA,1.7176470588235304
Big West WBB,Hawaii,2019-2020,15.538461538461538,13.529411764705882,NA,-2.009049773755656
Big West WBB,Hawaii,2020-2021,14,19.333333333333332,NA,5.333333333333332
Big West WBB,Hawaii,2021-2022,17.583333333333332,16.11111111111111,NA,-1.4722222222222214
Big West WBB,Hawaii,2022-2023,17.428571428571427,16.75,15.333333333333334,-0.678571428571427
Big West WBB,Hawaii,2023-2024,15.875,14.909090909090908,NA,-0.9659090909090917
Big West WBB,Long Beach State,2017-2018,19.125,19.6,NA,0.4750000000000014
Big West WBB,Long Beach State,2018-2019,17.533333333333335,17.375,NA,-0.158333333333335
Big West WBB,Long Beach State,2019-2020,16.142857142857142,17.3125,NA,1.1696428571428577
Big West WBB,Long Beach State,2020-2021,14.8,17.636363636363637,NA,2.836363636363636
Big West WBB,Long Beach State,2021-2022,15.533333333333333,16.615384615384617,NA,1.0820512820512835
Big West WBB,Long Beach State,2022-2023,16.8125,15.785714285714286,15,-1.0267857142857135
Big West WBB,Long Beach State,2023-2024,20.555555555555557,19.916666666666668,NA,-0.6388888888888893
Big West WBB,UC Davis,2017-2018,14.833333333333334,15.294117647058824,NA,0.46078431372549034
Big West WBB,UC Davis,2018-2019,15.882352941176471,15.533333333333333,NA,-0.3490196078431378
Big West WBB,UC Davis,2019-2020,15.266666666666667,15.428571428571429,NA,0.16190476190476133
Big West WBB,UC Davis,2020-2021,13.714285714285714,12.125,17,-1.5892857142857135
Big West WBB,UC Davis,2021-2022,15.666666666666666,13,NA,-2.666666666666666
Big West WBB,UC Davis,2022-2023,17.428571428571427,15.615384615384615,19.666666666666668,-1.813186813186812
Big West WBB,UC Davis,2023-2024,15.5,16.555555555555557,NA,1.0555555555555571
Big West WBB,UC Irvine,2017-2018,20.8125,20.875,NA,0.0625
Big West WBB,UC Irvine,2018-2019,18.266666666666666,16.875,NA,-1.3916666666666657
Big West WBB,UC Irvine,2019-2020,16.4375,17.866666666666667,NA,1.4291666666666671
Big West WBB,UC Irvine,2020-2021,17.583333333333332,16.166666666666668,NA,-1.4166666666666643
Big West WBB,UC Irvine,2021-2022,18.733333333333334,15.722222222222221,NA,-3.011111111111113
Big West WBB,UC Irvine,2022-2023,15.5625,14.23076923076923,13,-1.33173076923077
Big West WBB,UC Irvine,2023-2024,17.4,16.714285714285715,18,-0.6857142857142833
Big West WBB,UC Riverside,2017-2018,20.157894736842106,19.142857142857142,NA,-1.0150375939849638
Big West WBB,UC Riverside,2018-2019,17.526315789473685,15.785714285714286,NA,-1.7406015037593985
Big West WBB,UC Riverside,2019-2020,16.352941176470587,15.923076923076923,NA,-0.42986425339366363
Big West WBB,UC Riverside,2020-2021,16.444444444444443,15.6,NA,-0.8444444444444432
Big West WBB,UC Riverside,2021-2022,16.2,16,NA,-0.1999999999999993
Big West WBB,UC Riverside,2022-2023,14.875,14.76923076923077,18.333333333333332,-0.10576923076922995
Big West WBB,UC Riverside,2023-2024,15.090909090909092,16.3,NA,1.209090909090909
Big West WBB,UC San Diego,2020-2021,13,16.88888888888889,NA,3.8888888888888893
Big West WBB,UC San Diego,2021-2022,17.23076923076923,15.5,NA,-1.73076923076923
Big West WBB,UC San Diego,2022-2023,15.857142857142858,15.153846153846153,20.333333333333332,-0.7032967032967044
Big West WBB,UC San Diego,2023-2024,15.333333333333334,14.583333333333334,15,-0.75
Big West WBB,UC Santa Barbara,2017-2018,18.733333333333334,17.428571428571427,NA,-1.3047619047619072
Big West WBB,UC Santa Barbara,2018-2019,16.4,17.2,NA,0.8000000000000007
Big West WBB,UC Santa Barbara,2019-2020,15.333333333333334,14.785714285714286,NA,-0.5476190476190474
Big West WBB,UC Santa Barbara,2020-2021,13.3,15.545454545454545,NA,2.2454545454545443
Big West WBB,UC Santa Barbara,2021-2022,15.333333333333334,14.833333333333334,NA,-0.5
Big West WBB,UC Santa Barbara,2022-2023,18.666666666666668,14.466666666666667,14.333333333333334,-4.200000000000001
Big West WBB,UC Santa Barbara,2023-2024,15.875,13.909090909090908,17,-1.9659090909090917
CAA WBB,Campbell,2023-2024,14.222222222222221,13.5,12,-0.7222222222222214
CAA WBB,College of Charleston,2017-2018,17.941176470588236,15.571428571428571,NA,-2.3697478991596643
CAA WBB,College of Charleston,2018-2019,21.066666666666666,18.933333333333334,NA,-2.133333333333333
CAA WBB,College of Charleston,2019-2020,21.2,19.333333333333332,NA,-1.8666666666666671
CAA WBB,College of Charleston,2020-2021,22.333333333333332,19.555555555555557,NA,-2.777777777777775
CAA WBB,College of Charleston,2021-2022,14.066666666666666,16.0625,NA,1.9958333333333336
CAA WBB,College of Charleston,2022-2023,17.571428571428573,14.785714285714286,14,-2.7857142857142865
CAA WBB,College of Charleston,2023-2024,16.88888888888889,15.3,NA,-1.5888888888888886
CAA WBB,Delaware,2017-2018,19.666666666666668,15.857142857142858,NA,-3.80952380952381
CAA WBB,Delaware,2018-2019,20.25,17.666666666666668,NA,-2.583333333333332
CAA WBB,Delaware,2019-2020,19.6,19.071428571428573,NA,-0.5285714285714285
CAA WBB,Delaware,2020-2021,19.25,17.58823529411765,NA,-1.6617647058823515
CAA WBB,Delaware,2021-2022,16.5,15.428571428571429,NA,-1.0714285714285712
CAA WBB,Delaware,2022-2023,19,19.071428571428573,22,0.07142857142857295
CAA WBB,Delaware,2023-2024,18.5,18,19.75,-0.5
